"Author","CommR"
"Scanlon__Eileen",56
"Schoen__Colin",2
"Schutzenhofer__Michael",39
"Scott__Anne.Marie",19
"Seanosky__Jeremie",8
"Seaton__Daniel",25
"Seaton__Daniel_T.",59
"Selent__Douglas",1
"Sengupta__Aparaita",35
"Seshia__Sanjit_A.",45
"Sewall__Jonathan",24
"Shankar__Vaishaal",83
"Sharples__Mike",87
"Sheahen__Dana",3
"Shih__Dai_Ling",67
"Shih__Patrick_C.",29
"Shillair__Ruth",70
"Shnayder__Victor",25
"Shore__Jesse",69
"Simakov__Pavel",13
"Sinha__Tanmay",81
"Smilack__Jascha",1
"Smiley__Angela",3
"Sridhara__Sumukh",2
"Srivastava__Saurabh",18
"Stalburg__Caren",20
"Stankiewicz__Adam",5
"Staubitz__Thomas",15
"Stead__Alistair",22
"Stephens.Martinez__Kristin",2
"Stewart__Brandon",1
"Studer__Christoph",16
"Sumiya__Kazutoshi",43
"Swan__Karen",58
"Sweeney__Mack",12
"Tang__Steven",6
"Teasley__Stephanie",20
"Terman__Christopher_J.",65
"Thies__William",7
"Thompson__Craig",20
"Thompson__Meredith_M.",35
"Thorn__Chris",10
"Tinapple__David",30
"Tingley__Dustin",1
"Tzamos__Christos",33
"Uchidiuno__Judith",4
"Uchino__Kanji",2
"Van_der_Sluis__Frans",55
"Van_der_Zee__Tim",55
"Vapaakallio__Lassi",46
"Vargas__Francisco_A.",41
"Vats__Divyanshu",30
"Veeramachaneni__Kalyan",64
"Vigentini__Lorenzo",72
"Vihavainen__Arto",46
"Vishwanath__Aditya",68
"Vitale__Jonathan_M.",6
"von_Luxburg__Ulrike",54
"Wan__Hao",1
"Wang__Yan",1
"Wang__Yuan",24
"Wang__Yuanyuan",43
"Wang__Zhuo",9
"Wang__Zhuoying",21
"Wash__Rick",70
"Waters__Andrew_E.",30
"Weinberg__Matthew",33
"Weldemariam__Komminist",18
"Wen__Miaomiao",4
"West__Matthew",73
"Williams__Betsy_Anne",91
"Williams__Joseph_Jay",1
"Wise__Alyssa_Friend",82
"Wolf__Maryanne",32
"Woodgate__Amy",19
"Wu__Albert",2
"Wu__William",33
"Wylie__Ruth",27
"Xiong__Xiaolu",1
"Yamada__Hiroyuki",10
"Yan__Hongfei",9
"Yang__Diyi",4
"Yang__Seungwon",12
"Yang__Tzu_Chi",67
"Yarzebinski__Evelyn",4
"Ye__Cheng",11
"Yin__Hezheng",2
"Yoon__Dongwook",31
"Yudelson__Michael",38
"Zhai__ChengXiang",53
"Zhang__Ming",9
"Zhao__Catherine",72
"Zhao__Shengdong",1
"Zheng__Saijing",29
"Zhou__Mo",2
"Zhu__Jile",9
"Zilles__Craig",73
"Zimmerman__Neil",8
"Zou__Yanzhen",9
