"Author","CommR"
"Guin__N.",16
"Guti√.rrez__F.",4
"Gweon__G.",22
"Hadwin__A.F.",44
"Hallinen__N.R.",51
"Hamid__T.",30
"Han__A.",18
"Hansen__S.",21
"Harrak__F.",16
"Hasselman__F.",5
"Hatala__M.",65
"Hauff__C.",4
"Hawn__M.A.",3
"Hayes__C.",1
"Haythornthwaite__C.",81
"Healion__D.",5
"Hecking__T.",14
"Heffernan__C.",3
"Heffernan__N.",3
"Heffernan__N.T.",49
"Hennis__T.",1
"Herder__T.",12
"Hernandez.Leo__D.",1
"Herodotou__C.",10
"Hirnstein__M.",21
"Hlosta__M.",10
"Hoel__T.",3
"Hollm√.n__J.",38
"Holstein__K.",4
"Hong__G.",4
"Hoppe__H.U.",14
"Hou__X.",6
"Houben__G..J.",4
"Hsiao__I..H.",58
"Hu__X.",6
"Huang__P..K.",58
"Hubbard__R.",50
"Hundhausen__C.D.",69
"Huptych__M.",10
"Hutt__S.",29
"Hwang__T.",22
"J√.rvel√.__S.",9
"Jaakonm√.ki__R.",7
"Jandciu__E.",18
"Jang__E.E.",9
"Jeremic__Z.",15
"Jin__W.Q.",31
"Jivet__I.",4
"Joh__S.W.",45
"Johanne__C.",21
"Johri__A.",60
"Joksimoviƒ.__S.",1
"Jovanovic__J.",1
"K√.ser__T.",51
"Kamentz__D.",29
"Karcher__B.",33
"Katerinopoulos__P.",1
"Kaupp__J.",2
"Kay__J.",4
"Kelly__S.",13
"Khosravi__H.",8
"Kickmeier.Rust__M.",7
"Kim__B.",22
"Kinai__A.",28
"Kitto__K.",2
"Kizilcec__R.F.",4
"Knight__S.",2
"Knoop.Van_Campen__C.A.N.",5
"Koedinger__K.",11
"Koester__B.P.",25
"Kohama__T.",52
"Kollom__K.",1
"Konomi__S.",3
"Kopeinik__S.",26
"Kostyuk__V.",1
"Kovanoviƒ.__V.",1
"Krause__M.",4
"Kreijns__K.",7
"Kumar__V.",15
"Kuncheva__Z.",63
"Kwok__T.T.O.",6
"Kyle__K.",61
"L√.ger__S.",32
"Lang__C.",2
"Langie__G.",4
"Larmuseau__C.",57
"Lau__C.",9
"Lau__R.",6
"Lavou√.__E.",72
"Law__N.",8
"Lebis__A.",16
"Lee__A.V.Y.",71
"Lee__G.",22
"Lee__J.",3
"Lefevre__M.",16
"Lei__C..U.",6
"Lemahieu__W.",39
"Lewis__M.",2
"Lewkow__N.",3
"Lex__E.",26
"Ley__T.",26
"Li__C..T.",84
"Liaqat__A.",73
"Likens__A.",23
"Likens__A.D.",23
"Lim__L.",1
"Lindst√.dt__S.",1
"Littlejohn__A.",8
"Liu__R.",11
"Lodge__J.M.",2
"Long__Y.",4
"Lu__X.",6
"Luengo__V.",16
"Macfadyen__L.P.",2
"Madhavan__K.",54
"Manai__O.",70
"Manco__G.",64
"Mangaroska__K.",14
"Marbouti__F.",54
"Marenzi__I.",7
"Mart√.nez.Maldonado__R.",1
"Mart√.nez.Mon√.s__A.",5
"Martinez.Maldonado__R.",1
"Mateu__M.",2
"Matthew_DeMonbrun__R.",37
"Maya__R.",5
"McCarthy__K.S.",23
"McIntyre__S.",1
"McKay__J.",33
"McKay__T.A.",25
"McLaren__B.M.",4
"McNamara__C.",42
"McNamara__D.",11
"McNamara__D.S.",23
"Merceron__A.",5
"Mete__S.E.",17
"Michail__C.",1
"Milford__T.M.",44
"Millar__G.C.",9
"Millecamp__M.",4
"Milligan__S.",8
"Milligan__S.K.",79
"Mills__C.",13
"Mirriahi__N.",1
"Misfeldt__M.",12
"Mitroviƒ.__S.",39
"Mojarad__S.",3
"Molenaar__I.",5
"Molenar__I.",9
"Molinaro__M.",2
"Montana__G.",63
"Mordonini__M.",19
"Moreno.Marcos__P.M.",1
"Mori__P.",47
"Mouri__K.",3
"Mu√.oz.Merino__P.J.",1
"Mudrick__N.V.",9
"Munguia__P.",34
"Munteanu__C.",73
"Murdock__W.__III",25
"Murphy__H.",58
"Mutahi__J.",28
"Nacu__D.",30
"Nanni__M.",55
"Naydenova__G.",10
"Netteland__G.",21
"Ng__J.",6
"Nguyen__Q.",10
"Nystrand__M.",13
"Ocheja__P.",3
"Ochoa__X.",5
"Ocumpaugh__J.",3
"Ogata__H.",3
"Oh__E.",6
"Oi__M.",3
"Oktay__E.",17
"Okubo__F.",3
"Okur__E.",17
"Olivares__D.M.",69
"Olney__A.M.",13
"Onuoha__O.",1
"Orlandini__J.",19
"Ostwald__J.",42
"Otten__M.",76
"Ozeki__T.",52
"Paas__F.",4
"Pammer.Schindler__V.",1
"Papamitsiou__Z.",40
"Pappalardo__L.",59
"Pappas__I.O.",40
"Paquette__L.",4
"Pardo__A.",1
"Park__J.",27
"Pavlik__P.",11
"Peace__C.",34
"Pedro__M.O.C.Z.S.",3
"Peffer__M.E.",61
"Pellungrini__R.",59
"Pensa__R.G.",66
"Perret__C.",23
"Pinkard__N.",30
"Pinkwart__N.",7
"Pirr√≤__G.",64
"Poon__C.K.",24
"Poquet__O.",1
"Potts__B.A.",8
"Power__T.",1
"Pratesi__F.",59
"Price__M.J.",9
"Prieto__L.P.",5
"Prinsloo__P.",2
"Pybus__J.",35
"Qi__X.",6
"Qiao__C.",6
"Quigley__D.",42
"Rangwala__H.",60
"Raschia__G.",36
"Rehrey__G.",2
"Reich__J.",77
"Reidsema__C.",8
"Rhim__J.",22
"Rho__J.",22
"Ricci__L.",47
"Richards__G.",3
"Rienties__B.",10
"Ringtved__U.",8
"Rinne__M.",38
"Ritter__S.",20
"Rodr√.guez.Triana__M.J.",5
"Rodriguez__F.",27
"Rogers__T.",1
"Rosen__Y.",53
"Russell__S.",5
"S√.ndor__A.",2
"Saab__N.",4
"Sani__L.",19
"Sans__V.",41
"Santos__O.C.",1
"Schaeffer__J.",1
"Scheffel__M.",7
"Schulte__J.",1
"Schwartz__D.L.",51
"Schweighart__M.",78
"Sclater__N.",2
"Seitlinger__P.",26
"Sewell__A.",2
"Shaffer__D.W.",12
"Sharkey__M.",2
"Sharma__K.",14
"Shepard__L.",2
"Shimada__A.",3
"Shum__S.B.",1
"Siebert.Evenstone__A.",12
"Siemens__G.",1
"Sinclair__J.",9
"Sipolins__A.",50
"Skretting__H.",21
"Slade__S.",2
"Slater__S.",3
"Slater__S.A.",3
"Sluijter__J.",76
"Smyth__P.",27
"Soussou__W.",13
"Spann__C.A.",1
"Specht__M.",7
"Spikol__D.",5
"Stamper__J.",11
"Steinwachs__M.",2
"Stoeffler__K.",53
"Suehiro__D.",3
"Sumner__T.",42
"Swiecki__Z.",12
"Tabatabai__S.",12
"Tall__K.",2
"Tamborg__A.L.",12
"Tammets__K.",1
"Tan__S.C.",71
"Tan__Y.",20
"Taniguchi__Y.",3
"Taub__M.",9
"Taylor__S.",34
"Teasley__S.",1
"Teasley__S.D.",37
"Tegene__M.",4
"Tejeiro__R.",1
"Tempelaar__D.",10
"Ternier__S.",7
"Thille__C.",11
"Thompson__K.",2
"Tissenbaum__M.",15
"Toetenel__L.",10
"Tolvanen__T.",38
"Tomaiuolo__M.",19
"Tr√.tteberg__H.",14
"Trasarti__R.",55
"Tsai__Y..S.",1
"Tsingos.Lucas__C.",2
"Ullmann__T.D.",83
"Uosaki__N.",3
"Urrutia__M.L.",48
"Van_Der_Sluis__F.",4
"Van_Der_Zee__T.",4
"Van_Soom__C.",4
"Veas__E.",1
"Verbert__K.",4
"Victoria_Almeda__M.",1
"Vigentini__L.",48
"Vo__T.",1
"Von_Davier__A.",53
"Vytasek__J.M.",31
"Waghray__D.",13
"Wang__F.L.",24
"Wang__Q.",43
"Wang__Y.",4
"Ward__D.",2
"Warschauer__M.",27
"Wasson__B.",21
"Watanabe__E.",52
"Waters__Z.",2
"Weldemariam__K.",28
"Welsh__A.",18
"Wham__D.",80
"Whitelock.Wainwright__A.",1
"Wise__A.F.",31
"Woloshen__S.",31
"Wong__T..L.",24
"Woo__M.",6
"Woodruff__E.",62
"Worsley__M.",5
"Wright__C.V.",33
"Wu__Y..F.B.",67
"Xhakaj__F.",4
"Xie__H.",24
"Xiong__Y.",67
"Xu__Z.",62
"Yacef__K.",1
"Yaginuma__Y.",46
"Yamada__H.",70
"Yamada__M.",3
"Yamada__T.",46
"Yamashita__T.",3
"Yang__C.",6
"Yeomans__M.",77
"Yeung__Y..C.A.",6
"Yuan__L.",3
"Yun__H.",7
"Zdrahal__Z.",10
"Zendulka__J.",10
"Zhang__G.",43
"Zhang__J.",3
"Zheng__G.",20
"Zheng__L.",56
"Zhou__L.",50
"Zimmerman__N.L.",1
"Zou__D.",24
"Zuccon__G.",2
