"Author","CommR"
"Adjei__S",2
"Aghababyan__A",22
"Aleven__V",3
"Aleven__V.",3
"Andersen__E",9
"Arroyo__I",2
"Arroyo__I.",23
"Baker__R.S.J.d",36
"Baker__R.S.J.D",2
"Baker__R.S.J.D.",2
"Banjade__R",11
"Baraniuk__R.G.",14
"Barnes__T.",16
"Batchelder__W.H.",31
"Beck__J.E",23
"Beck__J.E.",41
"Bergner__Y",8
"Beuster__L",5
"Bidelman__G.M.",1
"Biswas__G.",40
"Blikstein__P.",20
"Boticario__J.G",6
"Boticario__J.G.",6
"Bovo__A",24
"Bowers__A.J",2
"Boyer__K.E",15
"Boyer__K.E.",54
"Breslow__L.",13
"Brunskill__E",9
"Brunskill__E.",30
"Brusilovsky__P.",8
"Burdescu__D.D.",46
"Butler__E",9
"Cabestrero__R",6
"Cabredo__R",18
"Cai__Z.",1
"Calvo__R",34
"Carin__L",14
"Carlson__R",19
"Castro__C",26
"Chaturvedi__R",49
"Chen__Z",10
"Chiri».oiu__M.».",46
"Cobian__J",32
"Cohen__W.W",29
"Conati__C.",37
"Corbett__A.T.",2
"Craig__S.D",1
"Crossley__S",4
"D‚..Mello__S",32
"D‚..Mello__S.",1
"Dai__J",4
"Daily__Z",21
"Davenport__J",30
"Davoodi__A",37
"DeBoer__J",13
"Dee_Miller__L",50
"DeFore__C",4
"Desmarais__M.C",56
"Deziel__M",28
"DiCerbo__K.E",55
"DMello__S",34
"Do__C",10
"Dow__S.P",3
"Duong__H.D",2
"Duthen__Y.",24
"Eagle__M",16
"Eagle__M.J",16
"Elkina__M",5
"Ezeife__C.I.",49
"Ezen.Can__A",54
"Falakmasir__M.H",8
"Fancsali__S",7
"Fancsali__S.E",7
"Feng__S",1
"Fortenbacher__A",5
"France__S.L",31
"Garc√.a.Saiz__D",47
"Gehringer__E.F.",44
"Genin__K",19
"Gobert__J.D.",36
"Golab__L.",28
"Goldin__I.M",3
"Gomes__J.S",20
"Gonz√.lez.Brenes__J.P",42
"Gordon__G.J",8
"Goslin__K",48
"Gowda__S.M",2
"Graesser__A.C",1
"Grafsgaard__J.F",15
"Gray__G",38
"Greiff__S.",39
"Gross__S",17
"H√.guy__O",24
"Hammer__B.",17
"Harpstead__E",3
"Hawkins__W",2
"Heffernan__N",2
"Heffernan__N.",2
"Heffernan__N.T.",2
"Herold__J",12
"Hershkovitz__A",2
"Hicks__A.",58
"Ho__A",13
"Hofmann__M.",48
"Hu__X.",1
"Hua__H",1
"Huang__J",10
"Huang__X",1
"Hunter__M.",32
"Inventado__P.S",18
"Jackson__G.T",4
"Jacobson__M.J.",33
"Janisiewicz__P.",22
"Jaru≈.ek__P",35
"Johnson__M.W",16
"Joshi__A",7
"Kappe__L",5
"Kardan__S",37
"Kay__J.",45
"Kelly__K",2
"Keshtkar__F",1
"Kidwai__K.",55
"Kim__J",27
"Kinnebrew__J.S",40
"Klus√.ƒ.ek__M",35
"Koedinger__K.R",3
"Koedinger__K.R.",29
"Koller__D.",10
"Kretzschmar__A",39
"Kurhila__J.",43
"Kyle__K",4
"Lan__A.S",14
"Legaspi__R",18
"Lehman__B",1
"Lemieux__F.",56
"Lester__J.C.",15
"Li__H",1
"Li__N",29
"Li__S",41
"Likens__A.D",4
"Lin__K..I",1
"Lintean__M",11
"Litman__D.",53
"Liu__S",27
"Liu__Y..E",9
"Liu__Z",2
"Luukkainen__M",43
"M√.ller__J.C",39
"Mack__D.L.C",40
"MacLellan__C.J",3
"Macskassy__S.A",27
"Malayny__J",21
"Mandel__T",9
"Markauskaite__L",33
"Martin__T",22
"Martinez.Maldonado__R",45
"Maull__K.E",51
"McGuinness__C",38
"McLaughlin__E.A.",3
"McNamara__D.S.",4
"Merceron__A",5
"MihƒÉescu__M.C",46
"Mokbel__B",17
"Mostafavi__B",16
"Mostow__J.",42
"Murray__T",25
"Myers__B.A.",3
"Ng__A",10
"Niraula__N",11
"Niraula__N.B",11
"Nixon__T",7
"Nixon__T.",7
"Numao__M.",18
"O‚..Rourke__E",9
"Ocumpaugh__J.",2
"Oeda__S",52
"Olawo__D",28
"Olmo__J.L",26
"Olney__A.",34
"Olson__R",21
"Owende__P.",38
"Paassen__B",17
"Pardos__Z.A",8
"Pataranutaporn__V",2
"Pavlik__P.I",1
"Pawl__A.",61
"Pel√.nek__R.",35
"Piech__C",10
"Pinkwart__N",17
"Popoviƒ.__Z.",9
"Pritchard__D.E",13
"Pritchard__D.E.",8
"Pursian__A",5
"Quir√≥s__P",6
"Rafferty__A.N",30
"Rai__D",23
"Ramachandran__L",44
"Rau__M",19
"Rau__M.A",3
"Ravindran__B",44
"Rhodes__N.M",12
"Ritter__S",7
"Ritter__S.",7
"Romero__C",26
"Rummel__N.",3
"Rus__V",11
"Rus__V.",1
"Salehizadeh__S.M.A",2
"Salmeron.Majadas__S",6
"Samei__B",1
"San_Pedro__M.O.Z",2
"Sanchez__S",24
"Saneiro__M.",6
"Santos__O.C",6
"Sao_Pedro__M.A",36
"Scheines__R",3
"Scheines__R.",19
"Schwarzrock__S",5
"Seaton__D",13
"Seaton__D.T",8
"Shaw__E.",27
"Simon__J.",60
"Smith__D.",25
"Snow__E.L",4
"Soh__L..K.",50
"Southavilay__V",33
"Stahovich__T.F.",12
"Stamper__J.C",3
"Stefanescu__D.",11
"Studer__C",14
"Stump__G.S",13
"Sumner__T.",51
"Szkutak__R.",21
"Tang__Q",1
"Tanner_Jackson__G",4
"Truchon__L",28
"Ung__M.A",12
"Vaghefi__M",31
"van_de_Sande__B.",57
"Varner__L.K",4
"Vats__D",14
"Vega__B",1
"Velasquez__N.F",22
"Ventura__S.",26
"Vihavainen__A",43
"Wang__J",1
"Wang__Y",2
"Waters__A.E",14
"Wenzlaff__B.",5
"Weston__J.L",4
"Wiebe__E.N",15
"Wiggins__J.B",15
"Williams__J",1
"Woolf__B.P",25
"Worsley__M",20
"Xie__J",1
"Xiong__W",53
"Xiong__X",41
"Xiong__X.",23
"Xu__X",25
"Xu__Y",42
"Yacef__K",45
"Yamanishi__K.",52
"Yassine__M",20
"Yudelson__M.V",29
"Zheng__Z.",59
"Zhu__L",2
"Zorrilla__M.",47
"Zundel__A",12
"Zundel__A.E",12
