"Author","CommR"
"Aaron_Courville",16
"Aaron_D._Likens",6
"Aaron_Richard_Glick",78
"Abdessamad_Chanaa",101
"Adam_Lopez",10
"Adam_Viola",40
"Adetunji_Adeniran",56
"Agnieszka_SkawinÌ.ska",115
"Ahmad_Al_Doulat",7
"Ahmed_Alamri",22
"Ahmed_Zaidi",39
"Aileen_Benedict",7
"Akihiro_Kashihara",77
"Alan_Pedro",3
"Alan_Pedro_da_Silva",3
"Alexandra_Cristea",22
"Alexey_Shpilman",95
"Alicja_Piotrkowicz",25
"Alireza_Karduni",7
"Allan_Tucker",41
"Amanda_Whitehurst",5
"Amar_Lalwani",100
"Amir_Hossein_Farzaneh",50
"Amruth_N._Kumar",117
"Amy_Ogan",5
"Ana_MariÌ.a_Pinto_Llorente",72
"Ana_Mouta",72
"Ana_Paiva",35
"Anabil_Munshi",1
"Anaka_Sparrow",43
"Andrea_Cappelli",67
"Andrea_Gauthier",46
"Andrea_Kleinsmith",61
"Andrew_Caines",39
"Andrew_Coulson",73
"Andrew_Emerson",1
"Andrew_Godfrey",38
"Andrew_Lan",40
"Andrew_Rice",39
"Andrzej_Cader",124
"Angela_Langner_Thiele",52
"Anna_Filighera",54
"Anna_Lena_Theus",93
"Annabel_Latham",105
"Anne_Boyer",17
"Anne_M._Sinatra",62
"Anthony_F._Botelho",12
"Anthony_G._Cohn",25
"Antonette_Shibani",18
"Antonija_Mitrovic",25
"Antonija_MitrovicÌ.",103
"Arabella_J._Sinclair",10
"Areej_Mawasi",5
"Aristoteles_Peixoto",3
"Armando_DiÌ.az_Tolentino",59
"Arthur_Graesser",64
"Artyom_Lobanov",95
"Ashok_Goel",34
"Ashvini_Varatharaj",12
"Asmalina_Saleh",1
"Aubrey_Condor",123
"Aude_Thomas",17
"Audrey_Serna",70
"Avinash_Sivaraman",21
"Ayan_Banerjee",36
"Ayon_Sen",27
"Bahar_Shahrokhian_Ghahfarokhi",21
"Barbara_Di_Eugenio",83
