"Author","CommR"
"Bosch__N",5
"Bosch__N.",5
"Botelho__A",1
"Botelho__A.F",1
"Boticario__J.G",37
"Boticario__J.G.",37
"Boubekki__A",135
"Bouchet__F",15
"Boughoula__A",56
"Boulanger__D",10
"Boumi__S",166
"Bourda__Y",91
"Bouthillier__I.B",25
"Bouwers__E.",144
"Bovo__A",76
"Bowers__A.J",1
"Bowers__A.J.",1
"Boyer__K.E",1
"Boyer__K.E.",150
"Bradfield__F",1
"Bradford__A",72
"Brefeld__U.",135
"Breitfeller__L",45
"Breslow__L.",49
"Brinton__C",4
"Brinton__C.G",4
"Broekman__F",144
"Broisin__J",159
"Brooks__C",4
"Brooks__C.",3
"Brown__R",1
"Brown__R.",1
"Brunskill__E",22
"Brunskill__E.",3
"Brusilovsky__P.",14
"Bryant__T",12
"Buffett__S",36
"Buffum__P",7
"Bulger__M",9
"Burdescu__D.D.",99
"Burleson__W.",1
"Burnett__V",47
"Busey__T",84
"Butler__C.J",5
"Butler__E",22
"Buttery__P",16
"Buttery__P.",16
"Byd≈.ovsk√.__H.",214
"Cabestrero__R",37
"Cabredo__R",1
"Cai__Z",2
"Cai__Z.",2
"Caines__A",16
"Calvo__R",113
"Cao__D",4
"Cao__D.",4
"Cao__M",2
"Capello__S",5
"Capoor__B",6
"Carbonell__J",3
"Cardoso.Leite__P",34
"Cardoso.Leite__P.",34
"Carin__L",4
"Carlson__R",78
"Carmichael__T",3
"Carter__K.E",1
"Carvalho__P",3
"Carvalho__P.F",3
"Cassell__J.",70
"Castro__C",11
"Chae__H.S",30
"Chaisangmongkon__W",110
"Chan__P.K.",157
"Chandrasekaran__S",3
"Chaplot__D.S",3
"Charles__E.S.",35
"Chaturvedi__R",152
"Chaturvedi__S",140
"Chaudhry__R",80
"Chawla__N.V.",5
"Chen__B",108
"Chen__G",6
"Chen__L",4
"Chen__L.",172
"Chen__S",2
"Chen__W",4
"Chen__Y",4
"Chen__Z",6
"Chen__Z.",151
"Cheng__Q",2
"Chetlur__M",5
"Chi__C..L.",58
"Chi__M",1
"Chi__M.",1
"Chiang__M.",4
"Chin__S..C",58
"Chiri».oiu__M.».",99
"Chng__E",12
"Choffin__B",91
"Choi__H",4
"Chopra__S",23
"Chounta__I..A",57
"Christie__S.T",83
"Circi__R",121
"Clement__B",133
"Cobian__J",97
"Cobo__C",9
"Cody__C",1
"Cohen__A",8
"Cohen__W.W",3
"Coleman__C",1
"Collins.Thompson__K",4
"Collins.Thompson__K.",100
"Conati__C",7
"Conati__C.",116
"Conrad__S.",167
"Contractor__D",5
"Cook__C",5
"Cook__J",1
"Cooper__K",6
"Corbett__A",3
"Corbett__A.T.",1
"Cosyn__E.",54
"Craig__S.D",2
"Cristea__A.",42
"Crossley__S",1
"Crossley__S.",7
"Cui__Y.",17
"Cunningham__P.",125
"Cutumisu__M",17
"D.Aquin__M.",171
"D.Mello__S.K.",5
"d‚..Inverno__M.",75
"D‚..Mello__S",97
"D‚..Mello__S.",2
"D‚..Mello__S.K",5
"D‚..Mello__S.K.",5
"Dai__H",28
"Dai__J",1
"Dai__Y",130
"Daily__Z",86
"Dale__M",5
"Dalton__E",155
"Dang__S",3
"Dascalu__M",1
"Davachi__L",38
"Davenport__J",1
"Davis__A.K",139
"Davis__C",16
"Davis__D",6
"Davis__G.M",31
"Davis__R.N",5
"Davoodi__A",116
"de_Alfaro__L",185
"De_Barba__P",67
"de_Waal__A.",50
"DeBoer__J",49
"Dede__C.",12
"Dee_Miller__L",181
"DeFore__C",1
"Demirci__N",6
"Deshmukh__O.",21
"Desmarais__M",1
"Desmarais__M.C",25
"Desmarais__M.C.",35
"Dey__P",18
"Deziel__M",23
"Dhamecha__T.I",82
"Diana__N",3
"Dibie__O",19
"DiCerbo__K.E",180
"Dickler__R",2
"Dickler__R.",2
"Dietrichson__S",114
"Dillenbourg__P.",59
"Dillon__J",5
"Ding__J",6
"Ding__X",179
"DMello__S",113
"Do__C",6
"Doan__T..N",170
"Dobashi__K.",189
"Doble__C",54
"Dogga__P",80
"Domeniconi__C",51
"Domingue__B",6
"Dominguez__M.M",131
"Dong__M",20
"Dong__Y",1
"Donnelly__P.J",5
"Doroudi__S",3
"Doshi__S.D.",66
"Douglas__K.A.",60
"Dow__S.P",3
"Dowell__N.M",2
"Drury__B.C",6
"Du__X",74
"Dubey__A",64
"Dubrawski__A.",4
"Duckworth__A.L",5
"Dufresne__A",63
"Dufresne__A.",63
"Duivesteijn__W",74
"Duong__H.D",1
"Durand__G",36
"Duthen__Y.",76
"Dwivedi__U",18
"Dziuban__C.D.",160
"Eagan__B",2
"Eagle__M",3
"Eagle__M.J",1
"Edwards__T",1
"Eglington__L.",3
"Ekambaram__V",18
"Ekanadham__C.",96
"Elizabeth_Owen__V",47
"Elkina__M",39
"Elliott__M",16
"Emerson__A",7
"Emery__M.A",66
"Emond__B",36
"Epp__C.D.",93
"Erickson__E",1
"Essa__A",2
"Esteban__A",11
"Ezeife__C.I.",152
"Ezen.Can__A",150
"Ezra__O",8
"Falakmasir__M.H",14
"Falkner__K",104
"Faltings__B.",145
"Fancsali__S",2
"Fancsali__S.E",2
"Fancsali__S.E.",2
"Fang__W",2
"Fang__Y",2
"Farghally__M.F",55
"Farrar__S",20
"Faucon__L",59
"Feild__J",10
"Feng__M",1
"Feng__S",2
"Feng__Y.",4
"Ferreira__R",6
"Ferschke__O",24
"Fitch__D.",4
"Flatten__J",22
"Flemming__R",34
"Forsyth__C",73
"Fortenbacher__A",39
"Fouh__E",55
"France__S.L",142
"Frankosky__M",7
"Frankosky__M.H",7
"Fredericks__C",3
"Frijters__J",2
"Frishkoff__G",100
"Fu__C",115
"Fu__G",4
"Furr__D.",139
"Ga≈.eviƒ.__D",7
"Ga≈.eviƒ.__D.",24
"Ga≈.evic__D.",127
"Gagnon__V",35
"Gal__K",8
"Gal__K.",8
"Galyardt__A.",71
"Ganapathi__V.",106
"Gandhi__A",21
"Gao__J",32
"Gao__J.",32
"Gao__M",3
"Gao__X",6
"Garc√.a.Saiz__D",164
"Garc√.a__S",9
"Garcia__J.",132
"Gardner__J",3
"Gardner__M",5
"Garg__A",6
"Garrido__G.",6
"Gasevic__D.",6
"Gasser__C",38
"Gatewood__J",2
"Gautam__D",2
"Gautreau__H",23
"Gehringer__E",27
"Gehringer__E.F.",101
"Geigle__C",56
"Gelman__B",51
"Genin__K",78
"Gerber__S",132
"Getoor__L.",137
"Ghavidel__H.A",53
"Gibaja__E",11
"Gilad.Bachrach__R",8
"Giles__C.L.",65
"Gitinabard__N",1
"Gitinabard__N.",1
"Gjekmarkaj__E",4
"Gobert__J",2
"Gobert__J.",2
"Gobert__J.D.",117
"Godley__A",5
"Golab__L.",23
"Goldin__I.M",3
"Goldwasser__D",60
"Gomes__J.S",90
"Gong__J.",149
"Gonz√.lez.Brenes__J.P",4
"Gonz√.lez__P",11
"Gordon__G.J",14
"Goslin__K",163
"Goutte__C",36
"Gowda__S.M",1
"Graesser__A",5
"Graesser__A.",2
"Graesser__A.C",2
"Graesser__A.C.",2
"Grafsgaard__J.F",7
"Granziol__U",54
"Grawemeyer__B",44
"Gray__G",109
"Greenberg__D",2
"Greene__D",125
"Greiff__S.",120
"Griffiths__T.L.",3
"Grimaldi__P",4
"Grimaldi__P.J",4
"Grimalt.Reynes__A",75
"Gross__M.",17
"Gross__S",33
"Grosz__B",8
"Grover__S",3
"Gruver__N",6
"Gu__X",4
"Guerra.Hollstein__J.D",14
"Guo__J",2
"Guo__Q",17
"Guo__R.J.",36
"Guo__Y",4
"Guo__Z",184
"Gupta__U",5
"Gureckis__T.M.",38
"Guthrie__M.W",151
"Gutierrez.Santos__S",44
"H√.guy__O",76
"H√.rouard__C.",159
"Halpern__D",38
"Hammer__B.",33
"Hamouda__S",55
"Han__B",96
"Han__N..R",62
"Han__S..Y",107
"Han__W",61
"Han__Y",26
"Hansen__C",43
"Hao__J",13
"Hardee__T.",95
"Hardey__J",5
"Harmon__J",154
"Harpstead__E",3
"Harrak__F",15
"Hartman__K",46
"Hashimoto__M.",40
"Hatala__M",127
"Hauff__C",6
"Hauff__C.",6
"Hawkins__W",1
"Hayashi__Y",153
"Heckman__S",1
"Heckman__S.",1
"Heffernan__C",1
"Heffernan__N",1
"Heffernan__N.",1
"Heffernan__N.__II",1
"Heffernan__N.T",1
"Heffernan__N.T.",1
"Herbsleb__J",3
"Hernandez__J",6
"Herold__J",41
"Hershkovitz__A",1
"Hershkovitz__S",143
"Hicks__A.",203
"Hicks__A.G",1
"Hicks__D",1
"Hicks__J",121
"Hicks__N.M",60
"Hill__B",62
"Hjuler__N",43
"Ho__A",49
"Hoernle__N",8
"Hoffmann__K",50
"Hofman__A.D",48
"Hofmann__M.",163
"Holmes__W",44
"Holstein__K",2
"Hong__W",168
"Hong__W..J",4
"Hosman__E",5
"Houben__G..J.",6
"Howlin__C.P",160
"Hsiao__I..H.",88
"Hu__Q",4
"Hu__X",1
"Hu__X.",2
"Hua__H",2
"Huang__J",4
"Huang__K",12
"Huang__P..K",88
"Huang__X",2
"Huang__Y",2
"Hughes__B",30
"Hughes__C.E.",178
"Hunter__M.",97
"Hush__D",81
"Hutt__S",5
"Hylak__B.",9
"Iandoli__M",9
"Ikeda__M.",208
"Inventado__P",1
"Inventado__P.S",1
"Ishola__O.M",146
"Isotani__S",42
"Jackson__G.T",1
"Jacobs__D",47
"Jacobsen__A",175
"Jacobson__M.J.",124
"Jacovina__M.E",1
"Jain__S",135
"Janisiewicz__P.",89
"Jansen__R.A",3
"Jarratt__D.C",83
"Jaru≈.ek__P",92
"Jayaraman__J.D",132
"Jeffries__B",15
"Jensen__E",5
"Jensen__J",33
"Jeon__B",45
"Ji__S",26
"Ji__Y.",4
"Jiang__H",9
"Jiang__N",20
"Jiang__T.",26
"Jiang__Y",23
"Jiang__Z",28
"Jing__X",32
"Jo__J",3
"Jo__Y",24
"Joe.Wong__C",4
"Johnson__A.C",1
"Johnson__A.M",1
"Johnson__M.W",3
"Johri__A",51
"Johri__A.",4
"Jordan__P",57
"Joshi__A",2
"Jovanovic__J",53
"Ju.Lu__Y",136
"Ju__S",1
"Juffs__A",62
"Jugo__I",103
"Jun__D",61
"K√.ser__T",17
"Kai__S",1
"Kang__J",77
"Kang__K",31
"Kangxu__L.",61
"Kantar__R",66
"Kaplan__G",9
"Kappe__L",39
"Karayev__S",13
"Kardan__S",116
"Karklin__Y",96
"Karumbaiah__S",1
"Karypis__G.",52
"Kashima__H.",118
"Katz__S.",57
"Kawashima__H",40
"Kay__J.",129
"Kelly__K",1
"Kelly__S",5
"Kennedy__G",67
"Kent__K.M",1
"Keshtkar__F",2
"Keylor__E",47
"Khajah__M",141
"Khan__A",23
"Khan__S.",147
"Khayi__N.A",2
"Khong__A.W.H.",46
"Khoshnevisan__F",1
"Khosravi__H",6
"Khurana__G",27
"Kidwai__K.",180
"Kidzi≈.ski__≈.",59
"Kim__B..H",106
"Kim__G",3
"Kim__J",9
"Kim__S",71
"Kim__Y..J",1
"Kimura__H",40
"Kimura__H.",40
"Kindel__A",6
"Kinnebrew__J.S",1
"Kinshu",10
"Kitchen__C.",13
"Kitto__K.",6
"Klabbers__M",74
"Klingler__S",17
"Klus√.ƒ.ek__M",92
"Kode__S.",10
"Koedinger__K",3
"Koedinger__K.",3
"Koedinger__K.R",3
"Koedinger__K.R.",3
"Koh__K.H",55
"Kokku__R",18
"Kokku__R.",18
"Kolb__J",20
"Koller__D.",6
"Konomi__S.",29
"Koprinska__I",15
"Kosturko__L",50
"Kovaƒ.iƒ.__B",103
"Krauss__C",94
"Kretzschmar__A",120
"Krumm__A.E",1
"Kuang__R",58
"Kuang__X",30
"Kumar__A",1
"Kumar__R",21
"Kumar__V",10
"Kumar__V.",10
"Kuo__B..C",136
"Kurhila__J.",122
"Kyle__K",1
"Kyllonen__P",13
"Kyrilov__A.",190
"L√.ger__S.",36
"Labarthe__H",15
"Labrie__A",35
"Labrum__M",1
"Labutov__I",126
"Lall√.__S",7
"Lalwani__A",177
"Lamb__A",6
"Lan__A",4
"Lan__A.S",4
"Lan__A.S.",1
"Lan__C..F",30
"Landy__D.",84
"Lang__C.",1
"Lang__D",6
"Lappas__T",123
"Larson__E.C.",179
"Lasko__R",70
"Lasry__N",35
"Lau__J.H",5
"Lee__J.E",4
"Lee__K",4
"Lee__S",6
"Lee__S.",7
"Lee__S.Y",30
"Legaspi__R",1
"Lehman__B",2
"Leite__W.L",105
"Lemieux__F.",25
"Lester__J.",7
"Lester__J.C.",7
"Levin__D.T",1
"Levin__J",45
"Levin__J.",3
"Levy__B",8
"Lewkow__N",10
"Li__H",2
"Li__H.",174
"Li__J",2
"Li__M.",121
"Li__N",3
"Li__P",28
"Li__Q",32
"Li__S",1
"Li__X",4
"Li__X.",28
"Li__Y",115
"Liang__C",65
"Liew__C.W.",3
"Likens__A.D",1
"Lim__H.",3
"Lin__K..I",2
"Lin__Y..R",14
"Lindsey__R.V",141
"Linn__M.",128
"Linn__M.C.",72
"Lintean__M",2
"Lioma__C.",43
"Lippert__A",2
"Lipson__H.",126
"Litman__D.",162
"Liu__J",174
"Liu__K",46
"Liu__L",13
"Liu__M.",77
"Liu__R",3
"Liu__S",9
"Liu__X",30
"Liu__Y..E",22
"Liu__Z",1
"Lizarralde__R",1
"Loignon__G",25
"Long__Y",93
"Lopes__M.",133
"Lopez__A",24
"Lopez__G.",3
"Lorenzen__S",43
"Loye__N.",25
"Lu__D",2
"Lu__X",1
"Lu__Y",88
"Lucas__C.G",24
"Luengo__V",15
"Luengo__V.",15
"Lukin__G",8
"Luukkainen__M",122
"Lynch__C",1
"Lynch__C.F",1
"Lynch__C.F.",1
"Lytle__N",1
"Ma__B.",202
"Ma__F",32
"Ma__L",186
"Ma__Y",1
"Ma__Y.",186
"M≈.ynarska__E",125
"M√.ller__J.C",120
"Maass__J.K",161
"Mack__D.L.C",1
"MacLellan__C.J",3
"Macskassy__S.A",9
"Madaio__M",70
"Maharjan__N",2
"Maki__K",3
"Malayny__J",86
"Malekian__D",67
"Malik__A",6
"Malkiewich__L",1
"Mandalapu__V",149
"Mandel__T",22
"Mantecon__J.G.A",53
"Mao__Y",1
"Marcoulides__K.M.",105
"Maris__G",48
"Markauskaite__L",124
"Martin__T",89
"Martin__Z",1
"Martinez.Maldonado__R",129
"Marvaniya__S",82
"Marwan__S",1
"Mason__B",3
"Mason__C",1
"Matayoshi__J",54
"Matsuda__N",3
"Maull__K",19
"Maull__K.E",148
"Mavrikis__M",44
"Mbouzao__B",25
"McBride__E",128
"McBride__E.",213
"McBroom__J",15
"McCalla__G.",146
"McCarthy__K.S",1
"McCurdy__K",24
"McDonald__J.",53
"McGuinness__C",109
"Mclaren__B.",3
"McLaren__B.M",57
"McLaren__B.M.",3
"McLaughlin__E.A.",3
"McNamara__D.",1
"McNamara__D.S.",1
"McNulty__K",66
"McQuiggan__S",50
"McQuiggan__S.",50
"Mello__C.E.",183
"Men√.ndez__V.H",11
"Merceron__A",1
"Merceron__A.",94
"Mi__F",145
"Michalenko__J.J",4
"MihƒÉescu__M.C",99
"Mills__C",5
"Milne__B",5
"Min__W",7
"Mirsafian__M",23
"Mittal__R.S",18
"Modiri__A",1
"Mohammed__F.A",112
"Mohania__M.",5
"Mojarad__S",2
"Mojarad__S.",1
"Mokbel__B",33
"Molnar__K",7
"Montero__S",5
"Moore__M.",7
"Moore__R",16
"Morency__L..P",4
"Mori__M",157
"Morrison__D",2
"Morsomme__R",169
"Morsy__S",52
"Mostafavi__B",1
"Mostafavi__B.",1
"Mostow__J.",1
"Mott__B",7
"Mott__B.W",7
"Motz__B",84
"Motz__B.A",3
"Mouri__K",29
"Mozer__M",4
"Mozer__M.",1
"Mozer__M.C.",141
"Mudrick__N",7
"Murray__T",87
"Murty__M.N.",102
"Mussack__D",34
"Myers__B.A.",3
"Nagar__S",18
"Naismith__B",62
"Nam__S",100
"Nam__S.",201
"Nambi__D",68
"Nanda__G",60
"Nandanwar__S",102
"Natriello__G.",30
"Nawaz__S.",67
"Nazaretsky__T",143
"Ng__A",6
"Ng__K.H.R",46
"Ngiam__J.",6
"Nguyen__A",6
"Nguyen__H",3
"Nikolaev__A.",1
"Nikolakopoulos__A.N",52
"Ning__X",4
"Niraula__N",2
"Niraula__N.B",2
"Nitta__S.V.",18
"Niu__K",31
"Niu__Z",31
"Nixon__T",2
"Nixon__T.",2
"Nkambou__R",63
"Nkambou__R.",1
"Nogaito__I",40
"Nowak__R",3
"Nowak__R.",3
"Numao__M.",1
"Nye__B",2
"Nystrand__M",5
"O‚..Haver__B.",114
"O‚..Rourke__E",22
"Ocumpaugh__J",1
"Ocumpaugh__J.",1
"Ocumpaugh__J.L",1
"Oeda__S",173
"Ogan__A",70
"Ogata__H",29
"Ogata__H.",29
"Ojah__T",81
"Okubo__F",29
"Olawo__D",23
"Oliv√.__D.M.",155
"Oliveira__M.S",183
"Oliveira__W",42
"Olmo__J.L",11
"Olney__A.",113
"Olney__A.M",5
"Olson__L.A",83
"Olson__R",86
"Ortiz.Vazquez__A",30
"Osman__A.",112
"Ostrow__K",1
"Ostrow__K.S",1
"Ou__L",48
"Oudeyer__P..Y",133
"Owende__P.",109
"P√.rez.Lemonche__√.",6
"Paa√üen__B",33
"Paassen__B",33
"Paepcke__A.",6
"Pai__K..C.",136
"Pandey__S",52
"Pane__J.F.",1
"Paquette__L",7
"Paquette__L.",1
"Pardos__Z",72
"Pardos__Z.",3
"Pardos__Z.A",14
"Pardos__Z.A.",20
"Paredes__Y.V",88
"Park__J",20
"Pashler__H.",4
"Pataranutaporn__V",1
"Patel__M",69
"Patel__P",3
"Patel__R",3
"Patikorn__T",1
"Patil__S",21
"Pavlik__P",2
"Pavlik__P.__Jr",2
"Pavlik__P.I",2
"Pavlik__P.I.__Jr",2
"Pavlik__P.I.__Jr.",161
"Pawl__A.",210
"Pechenizkiy__M.",74
"Pel√.nek__R",156
"Pel√.nek__R.",92
"Pennebaker__J.W",2
"Penteado__B.E.",212
"Penuel__W.R",19
"Perry__M",5
"Pezzullo__L.G",7
"Piech__C",6
"Piech__C.",13
"Pigeau__A",119
"Pinkard__N.",19
"Pinkwart__N",33
"Pinkwart__N.",98
"Podkul__T",1
"Pokrajac__D.D",95
"Polyzou__A",52
"Popineau__F",91
"Popoviƒ.__Z.",22
"Popp__P.O",38
"Poulovassilis__A.",44
"Prabhu__R.",69
"Pramudianto__F",27
"Praseed",138
"Pri√.__Y.",119
"Price__T",1
"Price__T.W",1
"Prieto__M.E.",11
"Pritchard__D.",6
"Pritchard__D.E",49
"Pritchard__D.E.",14
"Protopapas__P",8
"Pu__S",69
"Pu__Y",26
"Pursel__B",65
"Pursian__A",39
"Pytlarz__I",69
"Qiaoye__Y",61
"Quigley__D",19
"Quigley__D.",19
"Quir√≥s__P",37
"Raborn__A.W",105
"Rachatasumrit__N",3
"Radhakrishnan__B",27
"Radu__I",12
"Rafferty__A.",1
"Rafferty__A.N",3
"Rafferty__A.N.",1
"Rai__D",1
"Rajendran__R",1
"Ram__P.",138
"Ramachandran__L",101
"Ramakrishnan__A",111
"Ramanarayanan__V",147
"Ramesh__A",137
"Ramirez__L",12
"Rangwala__H",4
"Rangwala__H.",4
"Rau__M",78
"Rau__M.A",3
"Rau__M.A.",196
"Ravenell__M",12
"Ravindran__B",101
"Recker__M",4
"Rectanus__K.T.",158
"Reddick__R.",199
"Reed__B.G",4
"Reilly__J.M",12
"Ren__Z",4
"Revelle__M",51
"Rho__Y.J",139
"Rhodes__N.M",41
"Riccardi__G.",134
"Rice__A",16
"Rice__A.",16
"Rickert__M",84
"Riedesel__M",10
"Risko__E",5
"Ritter__S",2
"Ritter__S.",2
"Robson__R",2
"Rodr√.guez__F.J",7
"Rodrigo__M.M.T.",165
"Rodriguez__F",20
"Rogers__T.T",3
"Romero__C",11
"Romero__C.",11
"Ronchetti__M",134
"Ronen__M",8
"Ros√.__C.P",24
"Ros√.__C.P.",45
"Roschelle__J",1
"Roscoe__R.D",1
"Rose__C.",3
"Rosen__Y",3
"Rowe__E",1
"Rowe__J",7
"Roy__M..H",47
"Rubin__A.",8
"Ruip√.rez.Valiente__J.A",14
"Rummel__N.",3
"Rupp__A.",73
"Rus__V",2
"Rus__V.",2
"Rushkin__I",3
"Rutherford__T.",1
"Sabourin__J",50
"Sadiq__S",6
"Sahebi__S",14
"Sahebi__S.",170
"Saini__S.K.",80
"Salehizadeh__S.M.A",1
"Sales__A",1
"Sales__A.C",1
"Sales__A.C.",192
"Salmeron.Majadas__S",37
"Samei__B",5
"San_Pedro__M.O.Z",1
"Sanchez__S",76
"Saneiro__M.",37
"Santos__O.C",37
"Sao_Pedro__M.A",117
"Sawyer__R",7
"Schaldenbrand__P",3
"Schaldenbrand__P.",3
"Scheines__R",3
"Scheines__R.",78
"Scherzinger__F",79
"Schinazi__V.R",17
"Schlender__A",6
"Schm√.ck__E",34
"Schneider__B.",12
"Schrater__P",34
"Schrater__P.",34
"Schunn__C.D",93
"Schwartz__D.L.",17
"Schwarzrock__S",39
"Scupelli__P",1
"Seanosky__J",10
"Seaton__D",49
"Seaton__D.T",14
"Segal__A",8
"Selent__D",1
"Sen__A",3
"Sengupta__B",5
"Sengupta__B.",82
"Shaffer__C.A.",55
"Shaffer__D.W",2
"Shafran__E",45
"Shah__R",28
"Shaik__N.",5
"Shaikh__H",1
"Shang__X.",28
"Sharma__A",21
"Sharma__K",59
"Sharma__M",18
"Shavlovsky__M.",185
"Shaw__E.",9
"Shechtman__N",1
"Shen__S",1
"Sher__V",127
"Sher__V.",209
"Sherzad__A.R.",197
"Sheshadri__A",1
"Shi__G",2
"Shi__L",42
"Shi__R",4
"Shillo__R",8
"Shimada__A",29
"Shrier__I.",25
"Shrivastava__K",21
"Shubeck__K",2
"Shute__V",1
"Shute__V.",1
"Siemens__G",7
"Simmering__V.R",48
"Simon__J.",207
"Sinclair__A",24
"Sindhgatta__R",82
"Singh__B.P",85
"Singh__H",80
"Singla__A",79
"Sinha__A.K",18
"Sitton__D.",8
"Skryabin__M.",176
"Slater__S",1
"Slavuj__V.",103
"Slim__A",81
"Smeets__R",144
"Smith__A",7
"Smith__C",7
"Smith__D.",87
"Smyth__P",20
"Snow__E.L",1
"Soh__L..K.",181
"Solenthaler__B",17
"Song__Z",4
"Southavilay__V",124
"Spanakis__G.",175
"Spann__C.A",7
"Srinivasa__S",138
"Srivastava__S",21
"Stahovich__T.F.",41
"Stamper__J",3
"Stamper__J.",3
"Stamper__J.C",3
"Stanhope__D.S",158
"Stapel__M",98
"Stefanescu__D.",2
"Steinberg__J",73
"Stenhaug__B",13
"Stephenson__S.",1
"Stevens__M.L",6
"Stewart__A",5
"Stokes__J",3
"Stone__C",5
"Studer__C",1
"Studer__C.",126
"Stump__G.S",49
"Subramanian__V",64
"Sudler__K",95
"Sultan__A",19
"Sumner__T",19
"Sumner__T.",148
"Sun__L",2
"Sun__M",182
"Sun__X",5
"Sunahase__T",118
"Sundaram__H",56
"Supraja__S",46
"Swiecki__Z",2
"Sy__A",13
"Syed__M",5
"Szkutak__R.",86
"Tabach__M.",8
"Taijala__T.T.",83
"Takeuchi__Y.",153
"Takhar__R",85
"Tan__Y",71
"Tang__J.",32
"Tang__Q",2
"Tang__Y",2
"Taniguchi__R..I",29
"Taniguchi__Y",29
"Tanner_Jackson__G",1
"Tarmazdi__H.",104
"Tatinati__S",46
"Tato__A",63
"Taub__M.",7
"Terzi__E.",123
"Thai__K.P",47
"Thanasuan__K",110
"Tian__J.",4
"Tingley__D",3
"Tissenbaum__M",10
"Toda__A.M",42
"Tomar__G",24
"Tomkins__S",137
"Tran__K..N",5
"Truchon__L",23
"Tubridy__S",38
"Tzayada__O",8
"Uesbeck__P.M.",131
"Ullman__J",6
"Unal__D.S.",193
"Ung__M.A",41
"Unnam__A",85
"Uzun__H",54
"Vaghefi__M",142
"Vail__A.K",7
"Vainas__O",8
"Vald√.s__J.J.",36
"van_de_Sande__B.",211
"Van_Der_Maas__H.L.J.",48
"Van_Dessel__S",9
"Van_Horne__K",19
"Van_Inwegen__E.G",1
"Varatharaj__A",1
"Varner__L.K",1
"Vats__D",4
"Veeramachaneni__K.",51
"Vega__B",2
"Vela__A.",166
"Velagapudi__N",68
"Velasquez__N.F",89
"Venant__R",171
"Venkat__A.D.",64
"Ventura__S.",11
"Vie__J..J.",91
"Vihavainen__A",122
"Villamor__M.M",165
"Vitale__J",128
"Vizitei__E",106
"von_Davier__A.A",13
"Wainess__R",66
"Walker__A.",4
"Walker__B",5
"Waller__D.R",60
"Wampfler__R",17
"Wan__H",6
"Wang__B.",2
"Wang__C",31
"Wang__E.Y.",1
"Wang__F",172
"Wang__G.",4
"Wang__H.Y",38
"Wang__J",2
"Wang__J.Z",4
"Wang__L",13
"Wang__S.",191
"Wang__T",32
"Wang__X",5
"Wang__Y",1
