"Author","CommR"
"Schm√.ck__E",16
"Schneider__B.",9
"Schrater__P",16
"Schrater__P.",16
"Schwartz__D.L.",76
"Segal__A",13
"Shafran__E",32
"Shaikh__H",1
"Shang__X.",34
"Sher__V",51
"Sher__V.",90
"Shi__L",21
"Shillo__R",11
"Shimada__A",23
"Shrier__I.",18
"Simmering__V.R",22
"Sinclair__A",30
"Sitton__D.",11
"Smeets__R",53
"Smith__A",7
"Smith__C",7
"Solenthaler__B",33
"Spanakis__G.",77
"Srinivasa__S",52
"Stamper__J",3
"Stenhaug__B",37
"Stephenson__S.",2
"Stevens__M.L",19
"Stone__C",8
"Studer__C",2
"Sunahase__T",64
"Syed__M",27
"Tabach__M.",13
"Taijala__T.T.",36
"Takhar__R",62
"Tang__J.",17
"Taniguchi__R..I",23
"Taniguchi__Y",23
"Tato__A",45
"Terzi__E.",60
"Thai__K.P",5
"Toda__A.M",21
"Tzayada__O",13
"Unal__D.S.",91
"Unnam__A",62
"Vainas__O",11
"Vald√.s__J.J.",68
"Van_Der_Maas__H.L.J.",22
"Van_Dessel__S",6
"Varatharaj__A",2
"Vela__A.",74
"Velagapudi__N",25
"Venant__R",82
"Vie__J..J.",35
"Wampfler__R",33
"Wang__C",48
"Wang__G.",4
"Wang__J",3
"Wang__T",17
"Wang__Y",3
"Wang__Z",4
"Wang__Z.",89
"Warnakulasooriya__R.",81
"Waters__A.E",4
"Weitekamp__D.__II",31
"West__J.",25
"Whitehill__J",6
"Whitehill__J.",6
"Wiebe__E",7
"Wiley__K.J",42
"Williams__J.J",1
"Woodruff__M.",87
"Wu__W",15
"Xiao__Y",12
"Xiao__Z",12
"Xu__Y",1
"Yahya__A.A",47
"Yan__L",40
"Yang__T..Y",2
"Yang__Y",2
"Yao__W",9
"Ye__J",28
"Yeung__C..K.",85
"Yu__R",20
"Yuan__C.",48
"Yun__Y",34
"Zaidi__A",10
"Zaidi__A.H",10
"Zhang__C",3
"Zhang__H.",15
"Zhang__L",15
"Zhang__Y",34
"Zhao__H",28
"Zhao__Y",4
"Zhi__R",1
"Zhou__G",1
"Zingle__G",12
