"Author","CommR"
"Aaron_Courville",34
"Aaron_D._Likens",3
"Aaron_Mitchell",1
"Aaron_Richard_Glick",20
"Abdessamad_Chanaa",159
"Adam_Lopez",30
"Adam_Plumbley",29
"Adam_Viola",37
"Adetunji_Adeniran",99
"Aditya_Kanade",136
"Aditya_Vempaty",33
"Adriana_de_Carvalho",1
"Adva_Livni",3
"Agneta_Gulz",21
"Agnieszka_SkawinÌ.ska",165
"Ahmad_Al_Doulat",15
"Ahmed_Alamri",22
"Ahmed_Zaidi",78
"Aileen_Benedict",15
"Ailiya_Borjigin",82
"Ainhoa_AÌ.lvarez",61
"Akailah_Jenkins",1
"Akihiro_Kashihara",90
"Akos_Ledezci",1
"Alan_Carlin",109
"Alan_F._Smeaton",9
"Alan_Pedro",6
"Alan_Pedro_da_Silva",6
"Alan_Schoenfeld",4
"Albert_Corbett",1
"Alberto_Giovanni_Busetto",57
"Alejex_Shabas",9
"Alessandro_Faraotti",25
"Alessandro_Marani",105
"Alexander_Robert_Kutzke",156
"Alexandra_Cristea",22
"Alexandre_I._Direne",156
"Alexey_Shpilman",120
"Alfredo_Sandes",36
"Alice_Barana",75
"Alice_Hansen",2
"Alicja_Piotrkowicz",7
"Alik_Palatnic",3
"Alin_Nicolae_Zanciu",77
"Alina_von_Davier",17
"Alireza_Karduni",15
"Alistair_Windsor",1
"Allan_Tucker",79
"Allen_Guo",11
"Allison_L._Moore",1
"Alyssa_Alcorn",122
"Amali_Weerasinghe",7
"Amanda_Jarrell",16
"Amanda_Whitehurst",5
"Amar_Lalwani",164
"Amber_Strain",1
"Amey_Karkare",91
"Amir_Hossein_Farzaneh",101
"Amir_Shareghi_Najar",7
"Amit_Deutsch",36
"Amruth_N._Kumar",169
"Amy_M._Johnson",3
"Amy_Ogan",5
"Ana_Alycia_Quintana",118
"Ana_Arruarte",61
"Ana_MariÌ.a_Pinto_Llorente",117
"Ana_Mouta",117
"Ana_Paiva",10
"Anabil_Munshi",1
"Anaka_Sparrow",31
"Andrea_Belli",25
"Andrea_Cappelli",106
"Andrea_Gauthier",2
"Andrea_Kleinsmith",86
"Andreas_Oranje",3
"Andreea_Godea",52
"AndreÌ._Mayers",1
"AndreÌ._Vinicius",6
"Andrew_Ang",17
"Andrew_Caines",78
"Andrew_Clayphan",12
"Andrew_Coulson",73
"Andrew_Emerson",1
"Andrew_Godfrey",50
"Andrew_J._Hampton",1
"Andrew_Jones",155
"Andrew_Lan",37
"Andrew_Olney",1
"Andrew_Pomazanskyi",45
"Andrew_Rice",78
"Andrzej_Cader",179
"Andy_Smith",1
"Ange_Tato",81
"Angela_Langner_Thiele",72
"Angela_Stewart",1
"Angela_Wagner",1
"Anna_Filighera",88
"Anna_Lena_Theus",4
"Anna_N._Rafferty",3
"Anna_Swigart",11
"Annabel_Latham",144
"Annalies_Vuong",2
"Anne_Boyer",35
"Anne_Laure_Ligozat",114
"Anne_M._Sinatra",1
"Anne_Pfeifer",26
"Anne_Pier_Salverda",8
"Annika_Silvervarg",21
"Anouschka_van_Leeuwen",2
"Anthony_F._Botelho",1
"Anthony_G._Cohn",7
"Anton_Axelsson",21
"Antonette_Shibani",12
"Antonija_Mitrovic",7
"Antonija_MitrovicÌ.",7
"Antonio_Ascolese",7
"Anupam_Makhija",58
"Arabella_J._Sinclair",30
"Arancha_Simon_Hurtado",147
"Areej_Mawasi",5
"Ari_Bader_Natal",158
"Aristoteles_Peixoto",6
"Armando_DiÌ.az_Tolentino",102
"Arnon_Hershkovitz",1
"Arthur_Graesser",1
"Arthur_M._Glenberg",5
"Artyom_Lobanov",120
"Arvid_Kappas",10
"Ashish_Jagmohan",33
"Ashok_Goel",56
"Ashudeep_Singh",2
"Ashvini_Varatharaj",1
"Asli_Arslan_Esme",64
"Asmalina_Saleh",1
"Atefeh_Ahmadi",7
"Atsushi_Yamada",24
"Aubrey_Condor",170
"Aude_Thomas",35
"Audrey_Serna",39
"Audrey_Wong",5
"AureÌ.lie_Nardy",3
"Avery_Harrison",4
"Avi_Segal",3
"Avinash_Sivaraman",4
"Ayan_Banerjee",83
"Ayesha_Madni",48
"Ayon_Sen",11
"Aysu_Ezen_Can",1
"Badroddin_Najmi",7
"Bahar_Shahrokhian_Ghahfarokhi",4
"Baptiste_CableÌ.",19
"Baptiste_Monterrat",39
"Barbara_Di_Eugenio",9
"Barbara_Hammer",9
"Barbara_Solenthaler",57
"Barbara_Wasson",10
"Bart_Rienties",134
"Baruch_Schwarz",3
"Bassam_Mokbel",9
"Bastiaan_Heeren",42
"Beate_Grawemeyer",2
"Beatriz_Barros",84
"Beenish_Chaudry",9
"Behrooz_Mostafavi",3
"Ben_K._Daniel",87
"Ben_Manson_Toussaint",19
"Ben_Mason",29
"Benedict_du_Boulay",7
"Benjamin_MacLaren",1
"Benjamin_Nye",1
"Benjamin_Talks",14
"Benjamin_Valdes",123
"Bernard_Evans",7
"Bernard_Yett",1
"Bert_Bredeweg",26
"Bertrand_Schneider",40
"Betty_TaÌ.rning",21
"Beverly_Woolf",4
"Bhargavi_Paranjape",5
"Bhavna_Agrawal",33
"Bikram_Sengupta",8
"Biman_Gujral",2
"Bin_Duan",110
"Binglin_Chen",65
"Birgit_Lugrin",26
"BjoÌ.rn_SjoÌ.deÌ.n",21
"Blair_Lehman",1
"Blessing_Mbipom",175
"Bo_Zhang",104
"Bogdan_Nicula",3
"Boniface_Mbouzao",39
"Borhan_Samei",1
"Boyd_A._Potts",47
"Bradford_Mott",1
"Brendon_Towle",2
"Brent_Milne",1
"Breya_Walker",1
"Brian_Broll",1
"Brian_C._Gauch",1
"Brian_Dorn",153
"Brian_Zylich",37
"Brigitte_Grau",114
"Brokk_Toggerson",37
"Bruce_J._MacLennan",95
"Bruce_M._McLaren",2
"Bruce_Roberts",48
"Bruno_Elias_Penteado",2
"Bruno_Lemos",6
"Byungsoo_Kim",32
"Cagri_Tanriover",64
"Caitlin_Mills",1
"Caitlin_Snyder",1
"Callie_Vaughn",5
"Cameron_Dashti",2
"Camilla_Kirkegaard",21
"Candida_Crawford",2
"Carl_Reidsema",47
"Carla_Limongelli",105
"Carlos_Delgado_Kloos",133
"Carlos_Ramirez",123
"Carmel_Kent",2
"Carmen_Candel",98
"Carol_Forsyth",1
"Carolyn_Hayes",12
"Carolyn_Rose",2
"Carolyn_RoseÌ.",2
"Carrie_Demmans_Epp",31
"Carsten_Ullrich",62
"Cassandra_Potier_Watkins",128
"Cassia_C._Carter",1
"Cassius_Dâ..helon",8
"Catharine_Oertel",2
"Catherine_A._Spann",1
"Catherine_Chase",2
"Catherine_Garbay",19
"Catherine_Lussenhop",20
"Catherine_M._Arrington",5
"Cecil_Lozano",4
"Cecile_Perret",3
"Cecilia_MalbraÌ.n",3
"Cecilie_Hansen",10
"Cecily_Heiner",182
"Celeste_Pizarro_Romero",96
"Chan_Bae",32
"Changqin_Huang",55
"Charleen_Brand",28
"Charles_Lang",172
"Charles_Thevathayan",116
"Chen_Chen",6
"Chen_Lin",3
"Cherie_Lucas",12
"Chiara_Alzetta",71
"Chinasa_Odo",99
"Chou_Ching_En",2
"Chris_Alvin",89
"Chris_Baber",31
"Chris_Bogart",2
"Chris_Wong",183
"Christa_Cody",3
"Christian_Jones",80
"Christian_Soto",3
"Christina_Summerside",16
"Christine_Wilson",18
"Christoph_Igel",62
"Christoph_Rensing",88
"Christophe_Luxembourger",35
"Christopher_Bogart",2
"Christopher_Brooks",50
"Christopher_G._Brinton",37
"Christopher_G._Lucas",30
"Christopher_Kurzum",3
"Christopher_M._Mitchell",1
"Christopher_MacLellan",2
"Christopher_V._Le",11
"Christos_Troussas",127
"Christothea_Herodotou",63
"Chukwudi_E._Amadi",87
"Chul_Sung",8
"Chun_W._Liew",2
"Chunyan_Miao",82
"Cindy_E._Hmelo_Silver",1
"Clara_Cahill",20
"Clarence_Ngoh",2
"Claude_Frasson",16
"Claude_Moulin",126
"Claudia_Mazziotti",2
"Clauvice_Kenfack",81
"Cleo_Schulten",72
"Colin_Gerber",11
"Collin_Lynch",3
"Corentin_Jouault",67
"Corinne_Caillaud",12
"Courtney_Dean",109
"Craig_Ganoe",2
"Craig_Zilles",65
"CredineÌ._Menezes",113
"Cristi_L._Ogle",95
"Cristina_Conati",1
"Cristina_Dumdumaya",5
"Cristina_Heffernan",1
"Cui_Tang",76
"Cyril_Goutte",135
"Cyrille_Suire",100
"Da_Cao",37
"Damla_Ezgi_Akcora",25
"Dan_Carpenter",1
"Dan_Noren",20
"Dana_Al_Qudah",22
"Dana_Cataldo",16
"Daniel_Auerbach",20
"Daniel_Brenner",73
"Daniel_M._Belenky",2
"Daniel_Manzo",4
"Daniel_Pead",4
"Daniel_Smilek",1
"Daniel_Weitekamp",2
"Daniela_Nossa_Diaz",25
"Daniele_Di_Mitri",59
"Danielle_Allessio",4
"Danielle_Clewley",1
"Danielle_Dumond",109
"Danielle_McNamara",3
"Danilo_Symonette",46
"Daniyal_Khan",46
"Daouda_Sawadogo",100
"Daria_Bondareva",1
"Darren_J._Norton",2
"Darshak_Chhatbar",124
"Daryn_A._Dever",1
"David_Adamson",2
"David_Arnau",43
"David_Azcona",9
"David_Barel",36
"David_Culler",11
"David_Deisadze",1
"David_Edgar_K._Lelei",38
"David_F._Cihak",95
"David_Fernandes",22
"David_Hatfield",140
"David_Jackson",29
"David_Joyner",150
"David_Lang",30
"David_Pritchard",41
"David_Sebastian_Schlepps",2
"David_Vince",2
"David_Williamson_Shaffer",1
"David_Yaron",2
"Davide_Fossati",9
"Deanne_Adams",2
"Deborah_Butler",28
"Deborah_Richards",58
"Deborah_Viviane_Ferrari",2
"Deena_Bernett",2
"Deena_Soffer_Goldstein",1
"Dehong_Luo",1
"Del_Hebert",1
"Delaney_Lothian",31
"Deliang_Wang",6
"Denis_Mareschal",2
"Deniz_Sonmez_Unal",5
"Dennis_Lusetich",18
"Devendra_Singh_Chaplot",2
"Devin_G._Russell",3
"Devon_B._Walker",3
"Dhavalkumar_Thakker",7
"Dhruv_Chand",2
"Diana_PeÌ.rez_MariÌ.n",96
"Diane_Halpern",1
"Diane_Litman",18
"Diego_Dermeval",6
"Diego_Zapata_Rivera",1
"Dimoklis_Despotakis",7
"Dinesha_Weragama",162
"Dipesh_Gautam",27
"Divyanshu_Bhartiya",2
"Diyi_Yang",2
"Dominique_Lenne",126
"Domitile_Lourdeaux",138
"Don_Engel",46
"Donald_M._Morrison",27
"Dongmin_Shin",32
"Dongming_Xu",41
"Dorothea_Tsatsou",45
"Doug_Bonn",28
"Douglas_B._Clark",177
"Douglas_Krieghbaum",125
"Douglas_Selent",1
"Dovan_Rai",4
"Dragan_Gasevic",2
"Dragan_GasÌŒevicÌ.",30
"Dralia_Tulley_Patton",52
"Dulce_Lay",107
"Dung_D._Vu",34
"Dustin_Tingley",17
"Dylan_Arena",140
"Dylan_Blaum",70
"Eda_Okur",64
"Edmon_Begoli",95
"Eduardo_GuzmaÌ.n",84
"Eduardo_Vidal_Abarca",98
"Edward_Misback",11
"Edwin_Chng",40
"Efi_Mantzourani",12
"EÌ.lise_LavoueÌ.",39
"Eiji_Watanabe",129
"Ekaterina_Kochmar",34
"Elaine_Farrow",66
"Elaine_Oliveira",22
"Eleanor_Oâ..Rourke",102
"Eliane_Stampfer",2
"Elisabeth_AndreÌ.",26
"Elizabeth_B._Cloude",1
"Elizabeth_Carter",152
"Elizabeth_K._Morales_Urrutia",96
"Elizabeth_L._Tighe",3
"Elizabeth_McBride",1
"Elizabeth_McLaughlin",2
"Elizabeth_Rodriguez",1
"Elliot_Adderton",29
"Elmira_Yadollahi",10
"Elvira_Popescu",94
"Emily_Feitl_Blackstock",1
"Emily_Schneider",11
"Emily_Weigel",56
"Emmanouela_Papapesiou",2
