"Author","Degree_13_20","Degree_13_14","Degree_15_16","Degree_17_18","Degree_19_20"
"Filipe_D._Pereira",7,NA,NA,NA,7
"Filippo_Sciarrone",3,3,NA,NA,NA
"Filippo_Vannella",11,NA,NA,11,NA
"Florence_R._Sullivan",5,NA,NA,5,NA
"Florin_Bulgarov",1,NA,NA,1,NA
"Floris_Linnebank",4,4,NA,NA,NA
"Foteini_Grivokostopoulou",2,1,NA,2,NA
"Francesca_Del_Bonifro",3,NA,NA,NA,3
"Franceska_Xhakaj",11,NA,10,2,NA
"Francis_Jambon",5,NA,3,3,NA
"François_Bouchet",9,5,6,NA,NA
"Frank_Dignum",4,NA,NA,4,NA
"Frans_A._Oliehoek",10,NA,NA,10,NA
"Frosina_Koceva",4,NA,NA,NA,4
"Fu_Chen",2,NA,NA,NA,2
"Fuzhen_Zhuang",4,NA,NA,4,NA
"G._Donato",7,NA,NA,NA,7
"G._G._Tanner_Jackson",21,3,13,NA,7
"G._Tanner_Jackson",5,NA,NA,5,NA
"Gabi_Cierniak",4,4,NA,NA,NA
"Gabriel_Beaulieu",3,NA,3,NA,NA
"Gabriel_Gutu-Robu",5,NA,NA,5,NA
"Gabriel_Guțu-Robu",5,NA,NA,NA,5
"Gabriel_Pui_Cheong_Fung",5,NA,NA,NA,5
"Gabriel_Stylianides",5,5,NA,NA,NA
"Gahgene_Gweon",4,3,NA,NA,1
"Gale_Lucas",5,NA,NA,4,3
"Gale_Yan_Huang",13,NA,NA,NA,13
"Gaurav_Gite",5,NA,NA,5,NA
"Gaurav_Tomar",4,NA,4,NA,NA
"Gautam_Biswas",33,9,3,13,15
"Gayathri_K._Wijayarathna",6,NA,NA,NA,6
"Geela_Venise_Firmalo_Fabic",2,NA,NA,2,2
"Geiser_Chalco_Challco",9,NA,3,NA,8
"Genaro_Rebolledo-Mendez",1,NA,1,NA,NA
"Gene_Aguiar",7,NA,NA,NA,7
"Geneviève_Gauthier",8,8,NA,NA,NA
"Geng_Sun",8,NA,NA,NA,8
"Geoffray_Bonnin",5,NA,NA,NA,5
"Geoffrey_Converse",2,NA,NA,NA,2
"Geoffrey_J._Gordon",2,2,NA,NA,NA
"George_A._Khachatryan",6,6,NA,NA,NA
"George_Gkotsis",4,4,NA,NA,NA
"George_Goguadze",4,4,NA,NA,NA
"George_Siemens",9,NA,9,NA,NA
"Georges_Michel",2,2,NA,NA,NA
"Gerhard_Weber",1,NA,1,NA,NA
"Gerhilde_Meissl-Egghart",6,6,NA,NA,NA
"GertJan_Hofstede",9,NA,9,NA,NA
"Ghader_Kurdi",8,NA,NA,NA,8
"Ghassan_Beydoun",8,NA,NA,NA,8
"Gian-Marco_Baschera",7,7,NA,NA,NA
"Giles_Westerfield",2,2,2,NA,NA
"Ginevra_Castellano",7,7,NA,NA,NA
"Giora_Alexandron",4,NA,NA,NA,4
"Giota_Stratou",6,NA,NA,6,NA
"Giovanni_Adorni",4,NA,NA,NA,4
"Gisela_Vallejo",4,NA,NA,NA,4
"Giuseppe_Lisanti",3,NA,NA,NA,3
"Glen_Hart",3,NA,NA,NA,3
"Glenn_D._Blank",1,1,NA,NA,NA
"Glenn_Lopez",7,NA,NA,7,NA
"Gokce_Akcayir",4,NA,NA,NA,4
"Gordon_McCalla",11,5,5,3,1
"Graham_Erickson",3,3,NA,NA,NA
"Greg_Chung",4,NA,4,NA,NA
"Gregor_Kennedy",12,NA,NA,6,10
"Gregor_Mehlmann",5,NA,5,NA,NA
"Gregory_Dyke",3,3,NA,NA,NA
"Gregory_K._W._K._Chung",3,NA,3,NA,NA
"Gregory_R._Moore",4,4,NA,NA,NA
"Gregory_Weber",7,NA,NA,7,NA
"Guanliang_Chen",6,NA,NA,NA,6
"Guilherme_Medeiros_Machado",5,NA,NA,NA,5
"Guillaume_Durand",2,NA,NA,2,NA
"Guiomar_Jiménez",3,NA,3,NA,NA
"Guojing_Zhou",6,NA,4,NA,4
"Guoliang_Li",8,NA,NA,NA,8
"Guoyi_Wang",3,NA,NA,3,NA
"Gustavo_Padrón-Rivera",1,NA,1,NA,NA
"Gwendolyn_Campbell",4,4,NA,NA,NA
"Gwendolyn_E._Campbell",4,4,NA,NA,NA
"H._Chad_Lane",13,6,7,NA,2
"H._Ulrich_Hoppe",4,NA,2,NA,3
"Haiying_Li",12,8,3,4,3
"Hajime_Kuwata",4,NA,NA,NA,4
"Hamid_Karimi",4,NA,NA,NA,4
"Hamoon_Azizsoltani",4,NA,NA,NA,4
"Hana_Bydžovská",0,NA,0,NA,NA
"Hang_Li",7,NA,NA,NA,7
"Hanlung_Lin",2,NA,NA,NA,2
"Hanshuang_Tong",2,NA,NA,NA,2
"Hao_Wu",3,NA,NA,NA,3
"Haochen_Liu",8,NA,NA,NA,8
"Haokang_An",8,NA,NA,NA,8
"Haoran_Xie",4,NA,NA,NA,4
"Hasan_Uzun",4,NA,NA,NA,4
"Hassan_Khosravi",7,NA,NA,2,5
"Haydar_Mahmoud",3,3,NA,NA,NA
"Heather_K._Holden",1,1,NA,NA,NA
"Heather_Newman",1,NA,NA,1,NA
"Heather_Pon-Barry",3,NA,NA,3,3
"Hedieh_Ranjbartabar",3,NA,NA,3,NA
"Heera_Lee",3,NA,NA,NA,3
"Helen_C._Leligou",7,NA,NA,7,NA
"Helen_Hastie",7,7,NA,NA,NA
"Helen_Pain",2,2,NA,NA,NA
"Helena_Connolly",5,NA,NA,5,3
"Helmut_Prendinger",4,NA,4,NA,NA
"Hendrik_Drachsler",5,NA,NA,NA,5
"Henry_Hua",2,NA,2,NA,NA
"Hilary_Johnson",2,NA,2,NA,NA
"Hind_Hayati",2,NA,NA,NA,2
"Hiranmay_Ghosh",3,NA,3,NA,NA
"Hitomi_Saito",6,NA,6,NA,NA
"Hitoshi_Terai",7,3,6,NA,NA
"Homa_B._Hashemi",1,1,NA,NA,NA
"Hongli_Gao",5,NA,NA,NA,5
"Hub_Kurvers",4,NA,NA,4,NA
"Hugh_Burkhardt",6,NA,NA,6,NA
"Hugo_Rodrigues",2,NA,NA,2,NA
"Hui_Fang",5,NA,NA,NA,5
"Huiji_Ying",2,NA,NA,2,NA
"Huili_Chen",4,NA,NA,4,NA
"Hung_Chau",2,NA,NA,2,NA
"Huy_Nguyen",12,NA,NA,7,8
"Huy_V._Nguyen",2,2,NA,NA,NA
"Huzefa_Rangwala",1,NA,NA,1,NA
"Hyeju_Jang",3,3,NA,NA,NA
"Hyunsoo_Cho",2,NA,NA,2,NA
"I-Han_Hsiao",12,5,3,6,NA
"I-Ling_Cheng",3,NA,3,NA,NA
"Ian_Gliser",5,NA,NA,NA,5
"Ian_Shrier",2,NA,NA,NA,2
"Ido_Roll",18,NA,7,12,4
"Ifeanyi_G._Ndukwe",3,NA,NA,NA,3
"Ig_Ibert_Bittencourt",14,NA,3,8,6
"Ignacio_Casas",3,NA,3,NA,NA
"Ignacio_Máñez",3,NA,3,NA,NA
"Ilaria_Torre",4,NA,NA,NA,4
"Ilia_Rushkin",7,NA,NA,7,NA
"Ilkka_Tuomi",0,NA,NA,0,NA
"Illya_Bomash",1,NA,NA,1,NA
"Ilya_Goldin",3,NA,NA,3,NA
"Ilya_M._Goldin",5,5,NA,NA,NA
"Imane_Lamrani",4,NA,NA,NA,4
"Imran_Zualkernan",2,2,NA,NA,NA
"Ingmar_H._Riedel-Kruse",6,NA,NA,6,NA
"Ioana_Ghergulescu",1,NA,1,NA,NA
"Ioannis_Hatzilygeroudis",2,1,NA,2,NA
"Ionut_Damian",5,NA,5,NA,NA
"Irena_Koprinska",4,NA,2,3,2
"Irene_Angelica_Chounta",5,NA,NA,5,4
"Irina_Borisova",0,NA,NA,0,NA
"Irina_Pandarova",5,NA,NA,NA,5
"Iris_Howley",4,NA,4,NA,NA
"Iryna_Gurevych",6,NA,2,NA,4
"Isabela_Gasparini",1,1,NA,NA,NA
"Ishan_Rastogi",2,NA,NA,2,NA
"Ishrat_Ahmed",7,NA,NA,2,6
"Isidoros_Perikos",2,NA,NA,2,NA
"Itziar_Aldabe",4,NA,4,NA,NA
"Iulian_Radu",2,NA,NA,NA,2
"Iulian_Vlad_Serban",8,NA,NA,NA,8
"Ivan_Bratko",3,1,NA,2,NA
"Ivon_Arroyo",21,10,5,14,NA
"J._D._Fletcher",1,NA,NA,1,NA
"J._Elizabeth_Richey",11,NA,NA,NA,11
"Jack_Mostow",6,3,1,NA,2
"Jaclyn_K._Maass",3,1,2,2,NA
"Jaclyn_Ocumpaugh",29,4,7,15,10
"Jacoba_H._Bührmann",2,NA,NA,NA,2
"Jacqueline_Bourdeau",1,NA,1,NA,NA
"Jae-Gil_Lee",3,3,NA,NA,NA
"Jae-wook_Ahn",17,NA,NA,17,NA
"Jaebong_Yoo",1,1,NA,NA,NA
"Jaewe_Heo",9,NA,NA,NA,9
"Jaime_Gálvez",2,2,NA,NA,NA
"Jakub_Kocvara",3,NA,NA,3,NA
"James_Bailey",15,NA,NA,6,14
"James_Clark",4,NA,NA,4,NA
"James_Cooper",4,NA,NA,4,NA
"James_Finch",4,NA,NA,4,NA
"James_Lester",43,11,12,23,24
"James_Minogue",6,NA,NA,NA,6
"James_Pellegrino",5,5,NA,NA,NA
"James_R._Brockmole",5,NA,NA,5,NA
"James_R._Curran",3,NA,NA,3,NA
"James_R._Hollister",11,NA,NA,11,NA
"James_R._Segedy",5,3,3,NA,NA
"James_S._Molloy",3,3,NA,NA,NA
"James_Tanton",3,NA,NA,NA,3
"Jan_Carlstedt-Duke",6,NA,NA,NA,6
"Jan_Papoušek",1,NA,1,NA,NA
"Jan_Schneider",5,NA,NA,NA,5
"Janay_Stewart",3,NA,3,NA,NA
"Janice_Gobert",8,5,NA,3,2
"Janie_Brisson",4,NA,3,3,NA
"Japheth_Duane_Samaco",5,NA,NA,5,NA
"Jared_Freeman",3,3,NA,NA,NA
"Jared_Leo",8,NA,NA,NA,8
"Jaroslav_Čechák",1,NA,NA,NA,1
"Jaruwat_Pailai",3,NA,NA,3,3
"Jason_Bernard",3,NA,3,NA,NA
"Jason_J._Y._Park",2,NA,2,NA,NA
"Jason_Leigh",11,NA,NA,11,NA
"Jason_M._Harley",14,5,11,3,NA
"Javier_Gonzalez-Sanchez",6,6,NA,NA,NA
"Jay_Holland",4,3,NA,NA,1
"Jean-François_Lebeau",2,2,NA,NA,NA
"Jean-François_Lebeau",3,NA,3,NA,NA
"Jeanine_DeFalco",14,NA,NA,11,3
"Jeanne_Parker",11,NA,NA,11,NA
"Jeff_Bale",6,NA,NA,6,NA
"Jeffrey_D._Wammes",5,NA,NA,3,5
"Jeffrey_Matayoshi",4,NA,NA,NA,4
"Jeffrey_S._Skowronek",2,2,NA,NA,NA
"Jeffrey_Wiseman",8,8,NA,NA,NA
"Jekaterina_Rogaten",2,NA,NA,2,NA
"Jenilyn_L._Agapito",1,NA,NA,1,NA
"Jenna_Marks",7,NA,4,5,NA
"Jennifer_Boller",5,NA,5,NA,NA
"Jennifer_Hammock",5,NA,NA,4,5
"Jennifer_K._Olsen",4,3,2,NA,1
"Jennifer_L._Chiu",5,NA,NA,NA,5
"Jennifer_L._Sabourin",3,3,NA,NA,NA
"Jennifer_L._Weston",10,NA,10,NA,NA
"Jennifer_L._Weston-Sementelli",2,NA,NA,2,NA
"Jennifer_Lentini",5,NA,NA,5,NA
"Jennifer_Sabourin",2,2,NA,NA,NA
"Jennifer_Tsan",1,NA,1,NA,NA
"Jennifer_Wiley",8,NA,NA,7,1
"Jeremiah_T._Folsom-Kovarik",2,2,NA,NA,NA
"Jeremy_Ludwig",4,NA,NA,4,NA
"Jesse_R._Sparks",4,NA,NA,4,NA
"Jesse_Thomason",2,2,NA,NA,NA
"Jesse_de_Haan",4,NA,NA,4,NA
"Jessica_Hammer",4,NA,NA,4,NA
"Jessica_McBroom",3,NA,NA,3,2
"Jessica_Yarbro",14,NA,NA,14,NA
"Jesslyn_Lamtara",7,NA,NA,NA,7
"Jesus_G._Boticario",8,2,8,NA,NA
"Jérôme_Tonetti",3,NA,3,NA,NA
"Ji_Hun_Kim",3,NA,NA,NA,3
"Ji_Hyun_Yu",5,NA,NA,NA,5
"Jia_Zhu",5,NA,NA,NA,5
"Jiahao_Chen",10,NA,NA,NA,10
"Jianmin_Dai",17,NA,10,12,NA
"Jiaqi_Gong",3,NA,NA,1,3
"Jiayin_Lin",8,NA,NA,NA,8
"Jie_Yang",2,NA,NA,NA,2
"Jiefei_Liu",4,NA,NA,NA,4
"Jihie_Kim",6,6,NA,NA,NA
"Jiliang_Tang",16,NA,NA,NA,16
"Jill_Burstein",4,NA,NA,4,NA
"Jill-Jênn_Vie",3,NA,NA,3,NA
"Jim_Reye",1,1,NA,NA,NA
"Jin_Wang",5,5,NA,NA,NA
"Jincheul_Jang",2,NA,2,NA,NA
"Jineon_Baek",9,NA,NA,NA,9
"Jing_Hu",3,NA,NA,3,NA
"Jing_Qu",5,NA,NA,NA,5
"Jing_Zhao",7,NA,NA,NA,7
"Jingjing_Zhang",3,NA,NA,3,NA
"Jingshuai_Zhang",4,NA,NA,4,NA
"Jingtao_Wang",2,NA,1,2,NA
"Jionghao_Lin",4,NA,NA,NA,4
"Jiří_Řihák",3,3,NA,NA,NA
"Joan_Johnston",11,NA,NA,11,NA
"Joanna_Feliz_Cortez",5,NA,NA,5,NA
"Jochem_Liem",4,4,NA,NA,NA
"Jodi_Forlizzi",4,NA,NA,4,NA
"Jody_Clarke-Midura",1,1,NA,NA,NA
"Joelle_Pineau",8,NA,NA,NA,8
"Johan_Jeuring",10,NA,NA,3,8
"Johanna_Moore",8,8,NA,NA,NA
"Johannes_Hartig",5,NA,NA,NA,5
"John_Behrens",14,NA,NA,14,NA
"John_Champaign",1,1,NA,NA,NA
"John_Christopher_Jones",10,NA,NA,10,NA
"John_Connelly",5,5,NA,NA,NA
"John_L._Nietfeld",1,1,NA,NA,NA
"John_S._Kinnebrew",3,NA,3,NA,NA
"John_Self",0,NA,0,NA,NA
"John_Stamper",19,3,NA,12,8
"Jon_A._Elorriaga",4,NA,4,NA,NA
"Jon_Star",6,NA,NA,NA,6
"Jon_Wetzel",11,NA,4,7,5
"Jonathan_Gratch",5,NA,NA,4,3
"Jonathan_Massey-Allard",9,NA,NA,7,4
"Jonathan_McKinsey",5,NA,5,NA,NA
"Jonathan_Rowe",24,3,6,14,13
"Jonathan_Sewall",16,NA,14,5,NA
"Jonathan_Steinberg",4,NA,NA,4,NA
"Jordan_Barria-Pineda",2,NA,NA,2,NA
"Jordan_Lippman",5,NA,NA,5,NA
"Jorge_A._Ramírez_Uresti",2,NA,2,NA,NA
"Jorge_L._V._Barbosa",3,NA,3,NA,NA
"Jorge_Ramirez",2,NA,2,NA,NA
"Jose_A._Maestro-Prieto",1,NA,1,NA,NA
"Jose_Aguilar",1,NA,NA,NA,1
"Jose_Carlo_Soriano",5,NA,5,NA,NA
"Joseph_Beck",12,10,NA,2,NA
"Joseph_F._Grafsgaard",6,4,4,4,NA
"Joseph_Gunderson",5,NA,NA,5,NA
"Joseph_Holub",8,NA,NA,8,NA
"Joseph_Jay_Williams",15,NA,6,6,3
"Joseph_Reilly",2,NA,NA,2,NA
"Joseph_Wiggins",10,4,NA,8,7
"José_A._Ruipérez-Valiente",2,NA,2,NA,NA
"José_Miguel_Ocaña_Ch.",3,NA,NA,NA,3
"José_P._González-Brenes",3,NA,2,1,NA
"José_de_Magalhães_Netto",2,NA,NA,2,NA
"José-Luis_Pérez-de-la-Cruz",3,NA,3,NA,NA
"Joshua_Beemer",4,NA,NA,4,NA
"Joshua_Martinez",5,NA,NA,5,NA
"Joshua_Peterson",5,NA,5,NA,NA
"Joshua_Stretton",2,NA,2,NA,NA
"Josiah_Wong",11,NA,NA,11,NA
"Josine_Verhagen",2,NA,NA,NA,2
"Josmário_Albuquerque",6,NA,NA,6,NA
"Joss_Ives",7,NA,NA,7,NA
"José_A._Ruipérez-Valiente",4,NA,NA,NA,4
"João_H._Rosa",3,NA,3,NA,NA
"Juan_Miguel_Andres",10,NA,NA,10,NA
"Juanjuan_Fan",4,NA,NA,4,NA
"Judith_Burstyn",3,NA,NA,NA,3
"Judith_Good",2,2,NA,NA,NA
"Judith_M._Harackiewicz",4,NA,NA,4,NA
"Judith_Masthoff",5,NA,2,NA,3
"Judith_Uchidiuno",4,NA,NA,4,NA
"Judy_Kay",4,3,1,NA,NA
"Juelaila_Raziuddin",2,2,NA,NA,NA
"Julia_M._Khachatryan",6,6,NA,NA,NA
"Julia_Rucklidge",3,NA,3,NA,NA
"Juliana_Ma._Alexandra_L._Andres",7,NA,NA,7,NA
"Juliane_Kohn",8,8,NA,NA,NA
"Julien_Broisin",5,NA,NA,5,NA
"Juliette_Culver",1,NA,NA,NA,1
"Julio_Guerra",3,2,3,NA,NA
"Julita_Vassileva",9,2,NA,7,NA
"Jun_Shen",8,NA,NA,NA,8
"Jun_Xie",3,NA,NA,3,NA
"Junaid_Mubeen",2,NA,NA,2,NA
"Junchen_Feng",3,NA,NA,NA,3
"Junghyuk_Park",2,NA,NA,2,NA
"Junghyun_Cho",9,NA,NA,NA,9
"Junya_Morita",6,NA,6,NA,NA
"Junyi_Li",3,NA,NA,3,NA
"Juraj_Nižnan",3,3,NA,NA,NA
"Jurgen_Schulte",5,NA,NA,NA,5
"Justin_Djordjevic",3,3,NA,NA,NA
"Justin_Gyllen",2,NA,NA,NA,2
"Justin_Reich",5,NA,NA,5,NA
"Justine_Cassell",7,4,1,2,NA
"Kahina_Amokrane-Ferka",2,2,NA,NA,NA
"Kai_Kiu",5,NA,NA,NA,5
"Kaitlin_T._Torphy",4,NA,NA,NA,4
"Kalina_Yacef",8,2,2,5,2
"Kallirroi_Georgila",6,NA,NA,6,NA
"Kalyan_Veeramachaneni",1,NA,1,NA,NA
"Kamil_Akhuseyinoglu",6,NA,NA,NA,6
"Kamilla_Tenório",9,NA,NA,NA,9
"Karen_Mazidi",1,NA,1,NA,NA
"Karen_Myers",4,4,NA,NA,NA
"Karen_Stepanyan",4,4,NA,NA,NA
"Karin_Kucian",7,7,NA,NA,NA
"Kasia_Muldner",14,9,5,5,2
"Kaśka_Porayska-Pomsta",10,NA,NA,6,4
"Katerina_Mangaroska",5,NA,NA,NA,5
"Katharina_Loibl",5,NA,5,NA,NA
"Kathryn_S._McCarthy",16,NA,NA,12,6
"Katrina_Falkner",2,NA,2,NA,NA
"Kazjon_Grace",5,NA,NA,NA,5
"Kazuaki_Kojima",6,NA,6,NA,NA
"Kazuhisa_Miwa",7,3,6,NA,NA
"Kazuhisa_Seta",5,NA,4,2,2
"Kazumasa_Goda",2,NA,2,NA,NA
"Kaśka_Porayska-Pomsta",0,NA,0,NA,NA
"Keejun_Han",3,3,NA,NA,NA
"Keith_Brawner",12,NA,NA,11,5
"Keith_Kennedy",10,NA,NA,10,NA
"Keith_McNulty",6,NA,NA,6,NA
"Keith_Millis",7,5,5,NA,NA
"Keith_Shubeck",4,NA,NA,4,NA
"Keli_Cheng",5,5,NA,NA,NA
"Kellie_Keifer",4,4,NA,NA,NA
"Kelly_Rivers",1,NA,NA,1,NA
"Kelly_Spoon",4,NA,NA,4,NA
"Ken-ichi_Fukui",6,6,NA,NA,NA
"Kenneth_A._Frank",4,NA,NA,NA,4
"Kenneth_B._Miller",1,NA,NA,1,NA
"Kenneth_Holstein",9,NA,NA,5,6
"Kenneth_Koedinger",47,20,12,12,14
"Kenneth_Miller",5,NA,5,NA,NA
"Kentaro_Inui",4,NA,NA,NA,4
"Kerttu_Pollari-Malmi",6,NA,NA,NA,6
"Kevin_D._Ashley",5,NA,NA,5,NA
"Kevin_Kee",3,3,NA,NA,NA
"Kevin_Mulqueeny",4,NA,4,NA,NA
"Kevin_Trebing",5,NA,NA,NA,5
"Kevin_W._McElhaney",5,NA,NA,NA,5
"Kim_Kelly",10,5,6,NA,NA
"Kimia_Mavon",5,NA,NA,5,NA
"Kinshuk",3,NA,3,NA,NA
"Kobi_Gal",4,NA,NA,4,NA
"Kofi_James",4,NA,NA,4,NA
"Koichi_Moriyama",6,6,NA,NA,NA
"Koji_Nakajima",4,NA,NA,NA,4
"Konstantin_R._Guarian",6,6,NA,NA,NA
"Konstantina_Chrysafiadi",2,NA,NA,2,NA
"Korinn_Ostrow",9,NA,8,1,2
"Kourosh_Neshatian",3,NA,2,2,2
"Krista_D._Glazewski",6,NA,NA,NA,6
"Kristen_P._Blair",3,NA,NA,3,NA
"Kristian_Månsson",1,NA,NA,1,NA
"Kristin_Stoeffler",6,NA,NA,6,NA
"Kristina_Krasich",6,NA,NA,5,3
"Kristopher_J._Kopp",7,NA,NA,7,NA
"Kristy_Elizabeth_Boyer",25,12,12,12,7
"Kshitij_Sharma",4,NA,NA,4,NA
"Kurt_VanLehn",20,6,4,7,8
"Kurt_Vanlehn",1,NA,NA,NA,1
"Kyle_McIntyre",4,4,NA,NA,NA
"Kyungjin_Park",6,NA,NA,NA,6
"L._Thomas_van_Binsbergen",3,NA,NA,3,NA
"Lakshmi_Ramachandran",2,NA,NA,2,NA
"Lakshmi_S._Doddannara",3,3,NA,NA,NA
"Lamiya_Al-Shanfari",2,NA,NA,2,NA
"Lana_Karabachian",6,NA,6,NA,NA
"Lara_Al-Hariri",4,NA,NA,NA,4
"Lara_Hoareau",5,NA,NA,NA,5
"Larian_M._Nkomo",3,NA,NA,NA,3
"Larise_Lucia_Stavarache",5,NA,5,NA,NA
"Lars_Schmidt-Thieme",2,NA,2,NA,NA
"Lasagn_Tamang",2,NA,NA,NA,2
"Laura_Allen",18,NA,11,7,5
"Laura_Gemmell",2,NA,NA,NA,2
"Laura_Hamel",2,2,NA,NA,NA
"Laura_K._Varner",5,5,NA,NA,NA
"Laura_Naismith",10,8,3,NA,NA
"Lauren_Fratamico",3,NA,3,3,NA
"Laurent_Charlin",8,NA,NA,NA,8
"Lauri_Malmi",6,NA,NA,NA,6
"Lawrence_Kizilkaya",2,NA,NA,NA,2
"Layla_Husain",3,NA,3,NA,NA
"Leah_Friedman",3,NA,NA,NA,3
"Lei_Shi",4,4,NA,NA,NA
"Leigh_A._Mingle",4,NA,4,NA,NA
"Leigh_Ann_Sudol-DeLyser",5,5,NA,NA,NA
"Leila_Yousefi",4,NA,NA,NA,4
"Lena_Pareto",0,0,NA,NA,NA
"Leo_Grande",4,NA,NA,NA,4
"Leon_Camus",1,NA,NA,NA,1
"Lesley_Gardner",2,NA,NA,2,NA
"Lewis_Johnson",2,1,1,NA,0
"Li_Chen",3,NA,NA,NA,3
"Li_Li",8,NA,NA,NA,8
"Li_Zhang",1,NA,NA,1,NA
"Liberty_Munson",7,NA,NA,7,NA
"Lila_Lee",8,8,NA,NA,NA
"Liliana_Fonseca",5,NA,NA,5,NA
"Lin_Chen",4,4,NA,NA,NA
"Lin_Gu",7,NA,NA,NA,7
"Linda_Elkins-Tanton",3,NA,NA,NA,3
"Linda_Kauffman",5,5,NA,NA,NA
"Lindsay_Clare_Matsumura",4,NA,NA,4,NA
"Lindsay_Grace",5,NA,NA,5,NA
"Lingjun_He",4,NA,NA,4,NA
"Lingyi_Tan",3,NA,NA,NA,3
"Linwei_Zhu",3,3,NA,NA,NA
"Lisa_Fazio",5,NA,NA,5,NA
"Lisa_M._Rossi",6,6,NA,NA,NA
"Lisa_Palmqvist",4,NA,4,NA,NA
"Lisa_Y._Yoo",4,NA,NA,NA,4
"Lishan_Zhang",10,6,NA,4,NA
"Lu_Ou",3,NA,NA,NA,3
"Luc_Paquette",28,2,7,17,9
"Luca_Benedetto",3,NA,NA,NA,3
"Luca_Lodi",11,NA,NA,11,NA
"Lucas_Brito",3,NA,3,NA,NA
"Lucia_Pannese",5,5,NA,NA,NA
"Luciano_Silva",7,NA,NA,NA,7
"Lucy_R._Shores",4,4,NA,NA,NA
"Lucy_Wenham",2,NA,NA,NA,2
"Ludvig_Londos",2,NA,NA,NA,2
"Luigi_Di_Caro",4,NA,NA,4,NA
"Luisa_Coheur",4,NA,NA,4,NA
"Lujie_Chen",0,NA,NA,0,NA
"Luke_Dawson",10,NA,NA,10,NA
"Luke_Oakden-Rayner",3,NA,NA,3,NA
"Lydia_Davison",4,NA,NA,4,NA
"Lydia_G._Pezzullo",7,NA,NA,7,NA
"Lydia_Lau",9,5,NA,5,NA
"Lynn_Stephens",6,6,NA,NA,NA
"Lynne_Hall",9,NA,9,NA,NA
"M._Adelaida_Restrepo",4,NA,NA,4,NA
"M._Felisa_Verdejo",1,NA,1,NA,NA
"M._Zakaria_Kurdi",0,NA,NA,NA,0
"Ma._Mercedes_Rodrigo",22,3,7,16,NA
"Machi_Shimmei",1,NA,NA,NA,1
"Madeline_Wu",6,NA,NA,6,NA
"Madiha_Khan-Galaria",2,NA,NA,NA,2
"Maedeh_Kazemitabar",8,8,NA,NA,NA
"Maël_Beuget",3,NA,NA,NA,3
"Magdalena_Andrzejewska",1,NA,NA,NA,1
"Magdalene_Wang",7,NA,NA,NA,7
"Magnus_Haake",11,4,6,5,4
"Majd_Sakr",14,NA,NA,5,12
"Malcolm_Bauer",3,NA,NA,3,NA
"Man-Wai_Chu",2,NA,NA,NA,2
"Manolis_Mavrikis",22,NA,6,17,3
"Manuel_F._Bertoa",2,NA,NA,2,NA
"Manuel_Hernando",2,2,NA,NA,NA
"Manuel_J._Fonseca",4,NA,NA,NA,4
"Maomi_Ueno",9,3,6,3,1
"Mar_Saneiro",7,NA,7,NA,NA
"Marc_Cavazza",4,NA,4,NA,NA
"Marcell_van_Geest",5,NA,NA,NA,5
"Marcelo_Worsley",5,1,NA,5,NA
"Marci_Glaus",8,NA,8,NA,NA
"Marcos_Kich",3,NA,3,NA,NA
"Marcus_Specht",5,NA,NA,NA,5
"Margaret_Hamilton",2,NA,NA,NA,2
"Maria_Bertling",3,NA,3,NA,NA
"Maria_Bolsinova",3,NA,NA,3,NA
"Maria_Chang",17,NA,NA,17,NA
"Maria_Cutumisu",3,NA,NA,3,NA
"Maria_Elena_Chavez-Echeagaray",6,6,NA,NA,NA
"Maria_Margeti",4,NA,NA,4,NA
"Maria_Rangoussi",2,NA,NA,NA,2
"Maria_Roussou",0,0,NA,NA,NA
"Maria_San_Pedro",8,4,4,NA,2
"Maria_Virvou",2,NA,NA,2,NA
"Maria-Dorinela_Dascalu",4,NA,NA,NA,4
"Maria-Dorinela_Sirbu",7,NA,NA,6,4
"Marian_Simian",5,NA,NA,5,NA
"Mariana_Curi",2,NA,NA,NA,2
"Marianna_Lamnina",5,NA,NA,5,3
"Marie_Bienkowski",5,NA,NA,5,NA
"Marie_Lefevre",2,2,NA,NA,NA
"Marilena_Panaite",6,NA,NA,6,NA
"Marina_Berardi",11,NA,NA,11,NA
"Marina_Marchisio",4,NA,NA,4,NA
"Marina_Morettin-Zupelari",4,NA,NA,4,4
"María-Ángeles_Serrano",3,NA,3,NA,NA
"María-Victoria_Belmonte",3,NA,3,NA,NA
"Mark_A._Riedesel",4,NA,NA,4,NA
"Mark_Billinghurst",5,2,2,3,NA
"Mark_Brosnan",2,NA,2,NA,NA
"Mark_Floryan",4,1,4,NA,NA
"Mark_G._Core",9,NA,4,6,NA
"Mark_Lauterbach",1,NA,NA,1,NA
"Markel_Sanz_Ausin",5,NA,NA,NA,5
"Markus_Gross",8,8,NA,NA,NA
"Marshall_An",7,NA,NA,NA,7
"Marta_Couto",4,NA,NA,NA,4
"Marta_Indulska",4,NA,NA,NA,4
"Martin_Henz_",2,NA,2,NA,NA
"Martin_Hlosta",5,NA,NA,3,2
"Martin_Možina",2,NA,NA,2,NA
"Martin_Nystrand",8,NA,8,NA,NA
"Martin_van_Velsen",11,4,7,NA,NA
"Martina_Angela_Rau",3,3,NA,0,NA
"Martina_Rau",14,2,6,NA,6
"Mary_Anne_Britt",7,NA,4,7,2
