"Author","Degree_13_20","Degree_13_14","Degree_15_16","Degree_17_18","Degree_19_20"
"Kumar__Vive",9,NA,9,NA,NA
"Kung__Catherine",1,NA,NA,NA,1
"Kurien__Toby",5,NA,NA,NA,5
"Kutluoglu__Gulsen",2,NA,NA,NA,2
"Kutnick__Denise_G.",1,NA,NA,NA,1
"Kuzi__Saar",4,NA,NA,NA,4
"Kwak__Stephanie",4,NA,NA,NA,4
"Kwok__William",4,NA,NA,NA,4
"Kwok__Yu-Kwong",3,NA,NA,3,NA
"Kwon__Youngwook_Paul",1,NA,1,NA,NA
"Labhishetty__Sahiti",4,NA,NA,NA,4
"Labutov__Igor",6,NA,6,NA,NA
"Lakshminarasimhan__Aishwarya",5,NA,NA,NA,5
"Lam__Yeeling",11,NA,11,NA,NA
"Lamb__Anne",3,NA,3,NA,NA
"Lambe__Colin",4,NA,NA,NA,4
"Lan__Andrew_S.",7,NA,3,6,NA
"Landay__James",5,NA,NA,NA,5
"Landay__James_A.",6,NA,NA,NA,6
"Lang__David",3,NA,NA,NA,3
"Langston__Jacob",11,NA,11,NA,NA
"Lareo__Angel",3,NA,3,NA,NA
"Larsen__Nick",10,NA,NA,NA,10
"Larson__Eric_C.",1,NA,NA,NA,1
"Lasecki__Walter_S.",6,NA,6,NA,NA
"Law__Nancy",6,NA,NA,NA,6
"Lawanto__Kevin",5,NA,5,NA,NA
"Le__Christopher_Vu",3,NA,NA,3,NA
"Lee__Brian",4,NA,4,NA,NA
"Lee__Changyoon",3,NA,NA,NA,3
"Lee__Jeonghyun",2,NA,NA,NA,2
"Lee__Min_Hyung",5,NA,5,NA,NA
"Lee__Sunbok",4,NA,NA,4,NA
"Lee__Youngnam",8,NA,NA,NA,8
"Lefranc__Anneli",1,NA,NA,NA,1
"Lei__Chi-Un",3,NA,NA,3,NA
"Leinonen__Juho",2,NA,NA,2,NA
"Lenaghan__Michael",6,NA,6,NA,NA
"Leon__Kimberly_A.",2,NA,NA,2,NA
"Leong__Chee_Wee",3,NA,NA,3,NA
"Lepp\""{a}nen__Leo",2,NA,2,NA,NA
"Lester__Jaime",9,NA,NA,9,NA
"Lewkow__Nicholas",9,NA,9,NA,NA
"Li__Chenglu",2,NA,NA,NA,2
"Li__Haiying",2,NA,NA,2,2
"Li__Hong",6,NA,NA,NA,6
"Li__Na",11,NA,11,NA,NA
"Li__Wenxin",2,2,NA,NA,NA
"Li__Xiang",4,NA,4,NA,NA
"Liang__Leming",4,NA,NA,NA,4
"Lim__Seongtaek",4,4,NA,NA,NA
"Lin__Benjamin",4,NA,NA,4,NA
"Lin__Jimmy",3,3,NA,NA,NA
"Ling__Lin",1,NA,NA,1,NA
"Lingnau__Andreas",1,NA,NA,NA,1
"Linn__Marcia_C.",5,NA,5,NA,NA
"Lipson__Hod",3,NA,3,NA,NA
"Littenberg-Tobias__Joshua",3,NA,NA,NA,3
"Littlejohn__Allison",3,NA,3,NA,NA
"Littman__Michael_L.",2,NA,2,NA,NA
"Liu__Alwina",5,5,NA,NA,NA
"Liu__Chuxiong",5,NA,5,NA,NA
"Liu__Larry",3,NA,NA,3,NA
"Liu__Lei",3,NA,NA,3,NA
"Liu__Min",2,NA,NA,NA,2
"Liu__Ye",1,NA,NA,NA,1
"Lomas__Derek",5,NA,NA,NA,5
"Long__Rodney",5,NA,NA,5,NA
"Long__Rodney_A.",2,NA,NA,2,NA
"Lonn__Steven",1,1,NA,NA,NA
"Lopez__Glenn",16,NA,4,13,NA
"Lu__Jeffrey",3,NA,3,NA,NA
"Lu__Min",7,NA,NA,NA,7
"Lu__Xiwen",2,NA,NA,2,NA
"Luengo__Vanda",3,NA,NA,NA,3
"Luo__Crystal_Jing",2,NA,NA,NA,2
"Lupiani__Isabel",11,NA,11,NA,NA
"Lustig__Mike",11,NA,11,NA,NA
"Luu__Kelvin",3,NA,3,NA,NA
"Lynch__Collin_F.",2,NA,NA,NA,2
"Lynch__Michael",5,NA,NA,NA,5
"Ma__Xiaojuan",4,NA,NA,NA,4
"Macfadyen__Leah_P.",2,NA,2,NA,NA
"MacHardy__Zachary",3,2,1,NA,NA
"MacIntyre__Blair",5,NA,NA,NA,5
"Madnani__Nitin",5,NA,NA,5,NA
"Mahajan__Khushhall_Chandra",10,NA,NA,NA,10
"Maldonado__Jorge_J.",2,NA,2,NA,NA
"Maldonado__Samuel",9,NA,6,5,NA
"Maldonado__Samuel_G.",8,NA,8,NA,NA
"Mangal__Abhishek",9,NA,NA,NA,9
"Manning__Jane",4,4,NA,NA,NA
"Manoharan__Lakshmi",5,NA,NA,NA,5
"Mao__Jia",4,NA,NA,NA,4
"Margulieux__Lauren_E.",1,1,NA,NA,NA
"Markel__Julia_M.",2,NA,NA,NA,2
"Marteau__Benjamin",4,NA,NA,4,NA
"Martin__Caitlin_K.",3,NA,3,NA,NA
"Martin__Taylor",5,NA,5,NA,NA
"Martinez__Mario_M.",5,NA,5,NA,NA
"Martinez__Richard_Diehl",3,NA,NA,NA,3
"Massimi__Michael",4,NA,4,NA,NA
"Matayoshi__Jeffrey",2,NA,NA,NA,2
"Mavon__Kimia",3,NA,3,NA,NA
"Mazur__Eric",3,3,NA,NA,NA
"McAndrew__Patrick",6,2,2,3,NA
"McBride__Elizabeth",7,NA,7,NA,NA
"McCaffrey__Dan",5,NA,NA,5,NA
"McIntyre__Joseph",6,6,NA,NA,NA
"McKeown__Nick",7,NA,NA,NA,7
"McKlin__Tom",1,1,NA,NA,NA
"McLaughlin__Elizabeth_A.",4,NA,4,NA,NA
"McLeod__Kevin",4,NA,NA,NA,4
"McMains__Sara",1,NA,1,NA,NA
"McManus__Christine",2,NA,NA,NA,2
"McQuiggan__Scott",2,2,NA,NA,NA
"McReynolds__Andrew_A.",3,NA,NA,NA,3
"Meinel__Christoph",10,NA,6,1,5
"Michalenko__Joshua_J.",2,NA,NA,2,NA
"Miller__Brad",1,1,NA,NA,NA
"Miller__Chris",6,NA,NA,NA,6
"Miller__Kelly",3,3,NA,NA,NA
"Miller__P._Tim",10,NA,NA,NA,10
"Miller__Pepper",10,NA,NA,NA,10
"Miller__Robert_C.",13,11,2,2,NA
"Miller__Suzanne",3,NA,NA,3,NA
"Minocha__Shailey",3,NA,NA,3,NA
"Mitra__Sugata",0,NA,0,NA,NA
"Mitros__Piotr",5,5,0,NA,NA
"Miyamoto__Setsuko",3,NA,3,NA,NA
"Mogalle__Marc",3,NA,3,NA,NA
"Moghadam__Joseph",2,NA,2,NA,NA
"Mohan__Kiran",4,NA,NA,4,NA
"Mohri__Mehryar",6,6,NA,NA,NA
"Molapo__Maletsabisa",5,NA,NA,NA,5
"Monsef__Kiyash",4,NA,4,NA,NA
"Monserrat__Toni-Jan_Keith",3,NA,3,NA,NA
"Moodley__Chane_Simone",5,NA,NA,NA,5
"Moore__Johanna_D.",2,NA,2,NA,NA
"Moore__Steven",2,NA,NA,NA,2
"Mor\'{a}n__Andoni_Egu\'{\i}luz",4,NA,NA,4,NA
"Morgan__Brent",5,NA,NA,NA,5
"Morris__Robin",4,NA,4,NA,NA
"Mostow__Jack",3,NA,NA,NA,3
"Mu\~{n}oz-Merino__Pedro_J.",4,NA,4,NA,NA
"Mu__Tong",3,NA,NA,3,NA
"Mullaney__Tommy",1,NA,1,NA,NA
"Munson__Liberty",7,NA,NA,7,NA
"Murali__Girish",9,NA,NA,NA,9
"Murphy__Victoria",5,NA,NA,NA,5
"Murray__William",7,NA,NA,NA,7
"Murthy__Sean",2,NA,NA,2,NA
"Mustafaraj__Eni",1,0,1,NA,NA
"Mutahi__Juliet",5,NA,5,NA,NA
"Nacu__Denise",9,NA,3,NA,6
"Naderzad__Sheba_P.",3,NA,NA,NA,3
"Naik__Gaurav",6,6,NA,NA,NA
"Nakayama__Ken",3,NA,3,NA,NA
"Nandan__Vrinda",2,NA,NA,NA,2
"Napier__Alyssa",2,NA,NA,2,NA
"Narasimham__Gayathri",9,NA,8,3,NA
"Navarro-Suarez__Gerado",4,NA,4,NA,NA
"Neill__Jacki_O'",4,NA,4,NA,NA
"Nelimarkka__Matti",1,NA,1,NA,NA
"Nelson__Greg_L.",4,NA,NA,NA,4
"Nesterko__Sergiy_O.",6,6,NA,NA,NA
"Ng__Shun_Geng",5,NA,NA,NA,5
"Ngoon__Tricia",2,NA,2,NA,NA
"Nguyen__Ha",3,NA,NA,NA,3
"Nguyen__Huy_A.",2,NA,NA,NA,2
"Nguyen__Thach",6,6,NA,NA,NA
"Nie__Weili",5,NA,NA,5,NA
"Niekrasz__John",3,NA,3,NA,NA
"Nikolaev__Alexander",3,NA,NA,3,NA
"Niraula__Nobal",3,3,NA,NA,NA
"Nitish__B.",7,NA,7,NA,NA
"Nkemelu__Daniel",8,NA,NA,NA,8
"Nolan__Tyler_J.",4,NA,2,NA,4
"Nonnecke__Brandie",8,NA,8,NA,NA
"Northcutt__Curtis",4,NA,4,NA,NA
"Northcutt__Curtis_G.",2,NA,NA,2,NA
"Norvig__Peter",4,4,0,NA,NA
"Nu\~{n}ez__JCarlos",3,NA,3,NA,NA
"O'Brien__Casey",2,2,NA,NA,NA
"O'Neill__Jacki",7,NA,7,NA,NA
"O'Reilly__Una-May",11,NA,2,NA,9
"O'Rourke__Eleanor",8,2,6,NA,NA
"O'Shea__Tim",2,2,NA,NA,NA
"O'Shea__Timothy_M.M.",2,NA,2,NA,NA
"Offutt__Jeff",9,NA,NA,9,NA
"Ogan__Amy",7,NA,7,4,NA
"Oh__Alice",7,NA,3,NA,5
"Oi__Misato",7,NA,NA,NA,7
"Okamoto__Tsuyoshi",7,NA,NA,NA,7
"OReilly__Una-May",3,NA,NA,NA,3
"Orr__John",6,NA,6,NA,NA
"Ortiz__Pablo",1,NA,NA,NA,1
"Ostrow__Korinn",11,NA,11,NA,NA
"Ostrow__Korinn_S.",1,NA,1,NA,NA
"Ou__Chaohua",3,NA,3,NA,NA
"Owers__James",5,NA,5,NA,NA
"P\'{e}rez-Lemonche__\'{A}ngel",5,NA,NA,NA,5
"P\'{e}rez-Sanagust\'{\i}n__Mar",2,NA,2,NA,NA
"Padiyath__Aadarsh",8,NA,NA,NA,8
"Padmanabhan__Balaji",7,NA,NA,7,NA
"Paepcke__Andreas",7,4,NA,NA,3
"Pai__Anvisha_H.",2,2,NA,NA,NA
"Pan__Zilong",2,NA,NA,NA,2
"Pandey__Vineet",8,NA,4,5,NA
"Papadopoulos__Kathryn",2,2,NA,NA,NA
"Papathoma__Tina",7,NA,3,NA,5
"Pardi__Paul",4,NA,NA,4,NA
"Pardos__Zachary",5,NA,5,NA,NA
"Pardos__Zachary_A.",10,NA,6,3,2
"Parikh__Aatash",2,2,NA,NA,NA
"Park__David_S.",4,NA,NA,NA,4
"Park__Jungkook",4,NA,3,NA,2
"Park__Thomas_H.",4,NA,4,NA,NA
"Park__Yeong_Hoon",3,NA,NA,3,NA
"Parthasarathy__Madhusudan",12,12,NA,NA,NA
"Patel__Kayur",6,6,NA,NA,NA
"Patikorn__Thanaporn",5,NA,2,3,1
"Patil__Bharat_Rahuldhev",6,NA,NA,NA,6
"Paul__Andrew",4,NA,NA,4,NA
"Paule-Ruiz__MPuerto",3,NA,3,NA,NA
"Pea__Roy",2,2,NA,NA,NA
"Peach__Erin",3,NA,3,NA,NA
"Pei__Kevin",4,NA,NA,NA,4
"Pel\'{a}nek__Radek",5,NA,NA,4,2
"Perera__Indika",5,NA,NA,5,NA
"Perez__Sarah",2,NA,NA,2,NA
"Perry__Michelle",5,NA,NA,5,NA
"Peterson__Joshua_C.",2,NA,2,NA,NA
"Petrick__Dominic",4,NA,4,NA,NA
"Pettoruto__Paige",11,NA,11,NA,NA
"Phillips-Gary__Zachary",0,NA,NA,NA,0
"Piech__Chris",16,NA,3,3,10
"Pijeira_D\'{\i}az__H\'{e}ctor_J.",4,NA,4,NA,NA
"Pinkard__Nichole",6,NA,NA,NA,6
"Pinkard__Nicole",3,NA,3,NA,NA
"Pl\""{o}tz__Thomas",6,NA,NA,NA,6
"Podkul__Timothy_E.",7,NA,7,NA,NA
"Pohl__Henning",3,NA,3,NA,NA
"Polyak__Steve",3,NA,NA,NA,3
"Polyzou__Agoritsa",2,NA,NA,NA,2
"Ponce-Cueto__Eva",2,NA,NA,NA,2
"Popescu__Octav",4,NA,4,NA,NA
"Popineau__Fabrice",4,NA,NA,4,NA
"Popovi\'{\i}__Zoran",2,2,NA,NA,NA
"Popovi\'{c}__Zoran",4,NA,4,NA,NA
"Popovic__Zoran",3,NA,3,NA,NA
"Prakash__Siddharth",12,12,NA,NA,NA
"Praphamontripong__Upsorn",9,NA,NA,9,NA
"Price__Thomas_W.",3,NA,NA,NA,3
"Pritchard__David",4,NA,NA,4,NA
"Pritchard__David_E.",14,5,4,NA,5
"Qu__Huamin",4,NA,NA,NA,4
"Rafaeli__Sheizaf",1,NA,NA,NA,1
"Rafferty__Anna",6,NA,6,NA,NA
"Rafferty__Anna_N.",5,NA,NA,5,NA
"Rajamani__Sriram",12,12,NA,NA,NA
"Rajapakshe__Thejan",5,NA,NA,5,NA
"Raman__Sumedha",12,NA,NA,NA,12
"Ramasamy__Thangamani",5,NA,NA,NA,5
"Ramesh__Arti",4,4,NA,NA,NA
"Randles__Bernie",4,NA,4,NA,NA
"Rangwala__Huzefa",9,NA,NA,9,NA
"Ranum__David",1,1,NA,NA,NA
"Rapp__Christian",2,NA,2,NA,NA
"Rayyan__Saif",4,NA,4,NA,NA
"Reddy__Siddharth",3,NA,3,NA,NA
"Reich__Justin",28,6,15,6,4
"Reinecke__Katharina",3,1,NA,2,NA
"Renz__Jan",10,NA,6,2,2
"Resnick__Lauren",6,6,NA,NA,NA
"Resnick__Mitchel",3,NA,NA,3,NA
"Rets__Irina",5,NA,NA,NA,5
"Rettig__Bjorn",4,NA,NA,4,NA
"Revelle__Matt",6,NA,6,NA,NA
"Rhim__Eunhee",2,NA,2,NA,NA
"Rice__Andrew",5,NA,5,NA,NA
"Riedel-Kruse__Ingmar",3,NA,NA,3,NA
"Riedesel__Mark",9,NA,9,NA,NA
"Riley__Ceri",2,NA,NA,2,NA
"Ritter__Steve",3,NA,3,NA,NA
"Ritter__Steven",5,NA,NA,NA,5
"Rizzardini__Rocael_Hern\'{a}ndez",1,NA,NA,1,NA
"Robert__Lionel",3,NA,3,NA,NA
"Rodas__Oscar",9,NA,NA,NA,9
"Rogers__Stephanie",2,2,NA,NA,NA
"Rohloff__Tobias",2,NA,NA,NA,2
"Roll__Ido",11,NA,2,7,6
"Rollmann__Kai-Adrian",2,NA,NA,2,NA
"Rollo__Steven",2,NA,NA,2,NA
"Romero__Crist\'{o}bal",3,NA,3,NA,NA
"Ros\'{e}__Carolyn",1,NA,NA,1,NA
"Ros\'{e}__Carolyn_Penstein",6,6,NA,NA,NA
"Roschelle__Jeremy",1,NA,1,NA,NA
"Rose__Carolyn",7,NA,4,NA,3
"Rosen__Yigal",19,NA,NA,14,5
"Rosenstein__Mark",7,NA,1,NA,7
"Rosson__Mary_Beth",4,NA,4,NA,NA
"Rostamizadeh__Afshin",6,6,NA,NA,NA
"Roussev__Boris",6,NA,6,NA,NA
"Rowland__Duncan",1,NA,1,NA,NA
"Ruan__Sherry",11,NA,NA,3,9
"Rubin__Rob",9,2,NA,7,NA
"Ruip\'{e}rez-Valiente__Jos\'{e}_A.",16,NA,4,NA,12
"Ruiperez-Valiente__Jose_A.",3,NA,3,NA,NA
"Runde__Joe",5,NA,5,NA,NA
"Rus__Vasile",3,3,NA,NA,NA
"Rushkin__Ilia",9,NA,NA,9,NA
"Russell__Daniel_M.",2,2,NA,NA,NA
"Rutherford__Teomara",2,NA,NA,NA,2
"Saavedra__Ana",7,NA,NA,NA,7
"Sabatini__John",5,NA,NA,5,NA
"Saberi__Amin",6,4,NA,2,NA
"Sabourin__Jennifer",2,2,NA,NA,NA
"Sahami__Mehran",7,4,3,NA,NA
"Sajjadi__Mehdi_S.M.",2,NA,2,NA,NA
"Saltarelli__Andrew_J.",1,NA,NA,NA,1
"Salzmann__Christophe",2,NA,NA,2,NA
"San__Aidan",2,NA,NA,NA,2
"Sanchez-Santillan__Miguel",3,NA,3,NA,NA
"Sanders__Marc",4,4,NA,NA,NA
"Sandilands__Debra",2,NA,2,NA,NA
"Sangameswaran__Satish",12,12,NA,NA,NA
"Santofimia_Ruiz__Javier",4,NA,4,NA,NA
"Santos__Lucas_A.",4,NA,NA,4,NA
"Sassmann__Vojt\v{e}ch",4,NA,NA,4,NA
"Sathi__Rowshan",4,NA,4,NA,NA
"Sauer__Dominic",2,NA,NA,NA,2
"Savage__Timothy",1,NA,1,NA,NA
"Saxberg__Bror",0,NA,NA,0,NA
"Scanlon__Eileen",7,2,2,0,4
"Schmal__Ash",5,NA,NA,NA,5
"Schmidt__Philipp",3,NA,NA,3,NA
"Schmidt__Robert_W.",4,NA,NA,NA,4
"Schneider__Emily",1,1,NA,NA,NA
"Schoen__Colin",4,NA,4,NA,NA
"Schulz__Sandra",1,NA,NA,NA,1
"Schutzenhofer__Michael",3,NA,3,NA,NA
"Schwabe__Andrew",0,NA,NA,NA,0
"Schwartz__Dan",3,NA,NA,3,NA
"Scott__Anne-Marie",5,NA,5,NA,NA
"Seanosky__Jeremie",9,NA,9,NA,NA
"Seaton__Daniel",23,11,4,10,NA
"Seaton__Daniel_T.",10,5,2,4,NA
"Segal__Avi",2,NA,NA,NA,2
"Selent__Douglas",3,NA,2,1,NA
"Seltzer__Margo",1,NA,NA,1,NA
"Sengupta__Aparaita",4,NA,4,NA,NA
"Seo__Kyoungwon",6,NA,NA,NA,6
"Seshia__Sanjit_A.",3,NA,3,NA,NA
"Sestakova__Eliska",7,NA,NA,NA,7
"Setia__Sanjeev",9,NA,NA,9,NA
"Settles__Burr",5,NA,NA,NA,5
"Sewall__Jonathan",7,NA,4,5,NA
"Shah__Dhawal",9,NA,NA,NA,9
"Shaik__Najmuddin",5,NA,NA,5,NA
"Shankar__Vaishaal",1,NA,1,NA,NA
"Sharkey__James_P.",2,NA,NA,NA,2
"Sharma__Deepika",12,12,NA,NA,NA
"Sharples__Mike",4,NA,0,NA,4
"Sharrock__R\'{e}mi",7,NA,NA,3,6
"Sheahen__Dana",12,NA,12,NA,NA
"Shen__Hao",4,NA,NA,NA,4
"Sherer__Jennifer",6,6,NA,NA,NA
"Shih__Dai_Ling",2,NA,2,NA,NA
"Shih__Patrick_C.",3,NA,3,NA,NA
"Shillair__Ruth",1,NA,1,NA,NA
"Shimada__Atsushi",7,NA,NA,NA,7
"Shin__Dongmin",8,NA,NA,NA,8
"Shin__Hyungyu",4,NA,NA,NA,4
"Shnayder__Victor",4,NA,4,NA,NA
"Shore__Jesse",1,NA,1,NA,NA
"Shvonski__Alex",5,NA,NA,NA,5
"Sikka__Harsh",5,NA,NA,NA,5
"Simakov__Pavel",6,NA,6,NA,NA
"Simmering__Vanessa",3,NA,NA,NA,3
"Sindhgatta__Renuka",2,NA,NA,2,NA
"Singer__Susan",0,NA,NA,0,NA
"Singh__Arjun",3,NA,NA,3,NA
"Singh__Rishabh",6,2,NA,4,NA
"Singh__Vivek",7,NA,NA,7,NA
"Sinha__Tanmay",1,NA,1,NA,NA
"Skorepa__Evan",6,NA,NA,NA,6
"Smilack__Jascha",3,NA,3,NA,NA
"Smiley__Angela",11,NA,11,NA,NA
"Soares__Gustavo",6,NA,NA,6,NA
"Socher__Richard",3,3,NA,NA,NA
"Soleimani__Farahnaz",2,NA,NA,NA,2
"Son__Jinho",4,NA,NA,NA,4
"Sottilare__Robert",8,NA,NA,5,3
"Sottilare__Robert_A.",2,NA,NA,2,NA
"Speck__Jacquelin",6,6,NA,NA,NA
"Spector__Paul_E.",7,NA,NA,7,NA
"Spittlemeister__Andrew",2,NA,NA,NA,2
"Sreeram__Uma",6,NA,NA,NA,6
"Sridhara__Sumukh",3,NA,3,NA,NA
"Srikanth__Deepak",10,NA,NA,NA,10
"Sritanyaratana__Lalida",2,2,NA,NA,NA
"Srivastava__Saurabh",5,NA,5,NA,NA
"Stalburg__Caren",3,NA,3,NA,NA
"Stamper__John",2,NA,NA,NA,2
"Stankiewicz__Adam",1,NA,1,NA,NA
"Starner__Thad",28,NA,NA,NA,28
"Staubitz__Thomas",17,NA,6,1,12
"Staudaher__Shawn",2,NA,NA,NA,2
"Stead__Alistair",5,NA,5,NA,NA
"Stefanescu__Dan",3,3,NA,NA,NA
"Stephens-Martinez__Kristin",5,2,4,NA,NA
"Stevens__Mitchell_L.",6,NA,NA,NA,6
"Stewart__Brandon",5,NA,3,4,NA
"Stewart__John",5,NA,NA,NA,5
"Stoeffler__Kristin",3,NA,NA,NA,3
"Studer__Christoph",3,NA,3,NA,NA
"Sumiya__Kazutoshi",3,NA,3,NA,NA
"Suzuki__Ryo",6,NA,NA,6,NA
"Swan__Karen",2,NA,2,NA,NA
"Sweeney__Mack",6,NA,6,NA,NA
"Swenson__Michael",5,NA,NA,NA,5
"Sy__Angela",3,NA,NA,3,NA
"Syed__Umar",6,6,NA,NA,NA
"Szabo__Claudia",2,NA,NA,2,NA
"T\""{u}rkay__Selen",5,NA,NA,5,NA
"Tailor__Chirag",12,NA,NA,NA,12
"Talluri__Srinivasa_Teja",3,NA,NA,NA,3
"Tamura__Kaori",7,NA,NA,NA,7
"Tan__Chee_Wei",1,NA,NA,1,NA
"Tang__Jiliang",4,NA,NA,NA,4
"Tang__Steven",8,2,4,3,NA
"Teasley__Stephanie",4,2,2,NA,NA
"Teasley__Stephanie_D.",1,1,NA,NA,NA
"Terman__Christopher_J.",2,NA,2,NA,NA
"Terveen__Loren",8,NA,NA,NA,8
"Terzi__Evimaria",2,2,NA,NA,NA
"Teusner__Ralf",2,NA,NA,2,NA
"Thakare__Suyash",5,NA,NA,NA,5
"Thies__William",18,12,10,NA,NA
"Thilakarathne__Haritha",5,NA,NA,5,NA
"Thille__Candace",5,NA,NA,0,5
"Thompson__Craig",2,NA,2,NA,NA
"Thompson__Meredith_M.",4,NA,4,NA,NA
"Thorn__Chris",7,NA,7,NA,NA
"Thornton__Sera",2,NA,NA,2,NA
"Tillmann__Nikolai",3,3,NA,NA,NA
"Tinapple__David",2,NA,2,NA,NA
"Tingley__Dustin",23,NA,3,22,NA
"Tiwari__Mo",2,NA,NA,NA,2
"Tomkin__Jonathan_H.",1,1,NA,NA,NA
"Torphy__Kaitlin_T.",4,NA,NA,NA,4
"Tort__Fran\c{c}oise",4,NA,NA,4,NA
"Traifeh__Hanadi",3,NA,NA,NA,3
"Tzamos__Christos",4,NA,4,NA,NA
"Ubale__Rutuja",3,NA,NA,3,NA
"Uchidiuno__Judith",4,NA,4,4,NA
"Uchino__Kanji",8,NA,8,NA,NA
"Upadhyay__Pooja",6,NA,NA,NA,6
"Urrea__Claudia",0,NA,NA,0,NA
"Uzun__Hasan",2,NA,NA,NA,2
"Vacanti__Diego",10,NA,NA,NA,10
"Vaish__Rajan",2,NA,NA,2,NA
"Van\v{e}k__Mat\v{e}j",4,NA,NA,4,NA
"van_der_Sluis__Frans",2,NA,NA,2,NA
"Van_der_Sluis__Frans",2,NA,2,NA,NA
"van_der_Zee__Tim",2,NA,NA,2,NA
"Van_der_Zee__Tim",2,NA,2,NA,NA
"Vanderwende__Lucy",3,3,NA,NA,NA
"Vapaakallio__Lassi",2,NA,2,NA,NA
"Vargas__Francisco_A.",3,NA,3,NA,NA
"Varma__Sashank",2,NA,NA,2,NA
"Vats__Divyanshu",3,NA,3,NA,NA
"Veeramachaneni__Kalyan",2,NA,2,NA,NA
"Verma__Ashank",3,NA,NA,NA,3
"Vie__Jill-J\^{e}nn",4,NA,NA,4,NA
"Vigentini__Lorenzo",1,NA,1,NA,NA
"Vihavainen__Arto",3,NA,3,NA,NA
"Vishwanath__Aditya",2,NA,2,NA,NA
"Vitale__Jonathan_M.",5,NA,5,NA,NA
"Vogiatzis__Dimitrios",5,NA,NA,NA,5
"von_Luxburg__Ulrike",2,NA,2,NA,NA
"Wagner__Ellen",3,NA,NA,NA,3
"Wahal__Sarthak",10,NA,NA,NA,10
"Walker__Erin",2,NA,NA,2,NA
"Walker__J.D.",4,4,NA,NA,NA
"Walker__Josh",5,NA,NA,NA,5
"Wan__Hao",3,NA,2,1,NA
"Wang__Eric",2,NA,NA,NA,2
"Wang__Ke",4,NA,NA,4,NA
"Wang__Li",2,NA,NA,NA,2
"Wang__Lijia",5,NA,NA,NA,5
"Wang__Lisa",3,NA,NA,3,NA
"Wang__Michael_X.",2,NA,NA,NA,2
"Wang__Pearl",9,NA,NA,9,NA
"Wang__Qianxiang",2,2,NA,NA,NA
"Wang__Qiaosi",10,NA,NA,NA,10
"Wang__Shuaiguo",1,NA,NA,1,NA
"Wang__Shuhan",3,NA,NA,3,NA
"Wang__Xu",3,NA,NA,NA,3
"Wang__Yan",3,NA,3,NA,NA
"Wang__Yuan",4,NA,4,NA,NA
"Wang__Yuanyuan",3,NA,3,NA,NA
"Wang__Zhuo",4,NA,4,NA,NA
"Wang__Zhuoying",4,NA,4,NA,NA
"Wang__Zichao",5,NA,NA,5,NA
"Wash__Rick",1,NA,1,NA,NA
"Waterman__Muffie_Wiebe",2,NA,NA,NA,2
"Waters__Andrew_E.",7,NA,4,5,NA
"Weaverdyck__Noah",2,NA,NA,NA,2
"Weber__Gregory",7,NA,NA,7,NA
"Weinberg__Matthew",4,NA,4,NA,NA
"Weldemariam__Komminist",5,NA,5,NA,NA
"Wen__Miaomiao",9,6,4,NA,NA
"West__Matthew",6,NA,1,2,6
"White__Liz",9,NA,NA,9,NA
"Whitehill__Jacob",8,NA,NA,8,NA
"Whiting__Mark_E.",5,NA,NA,5,NA
"Wiese__Eliane_S.",4,NA,NA,4,NA
"Wilcox__Lauren",6,NA,NA,NA,6
"Wilkowski__Julia",2,2,NA,NA,NA
"Williams__Betsy_Anne",0,NA,0,NA,NA
"Williams__Joseph_Jay",27,NA,16,5,9
"Willis__Angelica",9,NA,NA,NA,9
"Wiltrout__Mary_Ellen",2,NA,NA,2,NA
"Wise__Alyssa_Friend",2,NA,1,2,NA
"Wolf__Maryanne",4,NA,4,NA,NA
"Wong__Jacqueline",2,NA,NA,2,NA
"Wong__Lauren",6,6,NA,NA,NA
"Wong__Victor_Yiu_Lun",2,NA,NA,NA,2
"Woodgate__Amy",5,NA,5,NA,NA
"Wu__Albert",3,NA,3,NA,NA
"Wu__William",4,NA,4,NA,NA
"Wu__Yi-Fang_Brook",1,NA,NA,NA,1
"Wylie__Ruth",4,NA,4,NA,NA
"Xia__Meng",4,NA,NA,NA,4
"Xiao__David",1,1,NA,NA,NA
"Xie__Benjamin",4,NA,NA,NA,4
"Xie__Tao",5,5,NA,NA,NA
"Xiong__Xiaolu",14,NA,8,7,NA
"Xiong__Ye",1,NA,NA,NA,1
"Xu__Qianyao",6,NA,NA,NA,6
"Xu__Zhengzheng",3,3,NA,NA,NA
"Xue__Qiuyue",10,NA,NA,NA,10
"Yamada__Hiroyuki",7,NA,7,NA,NA
"Yamada__Masanori",7,NA,NA,NA,7
"Yan__Hongfei",5,NA,5,NA,NA
"Yan__Lisa",7,NA,NA,NA,7
"Yang__Diyi",9,6,4,NA,NA
"Yang__Seungwon",7,NA,7,NA,NA
"Yang__Tzu_Chi",2,NA,2,NA,NA
"Yarosh__Svetlana",8,NA,NA,NA,8
"Yarzebinski__Evelyn",4,NA,4,4,NA
"Ye__Cheng",6,NA,6,NA,NA
"Yen__Michael",6,NA,NA,4,2
"Yeomans__Michael",4,NA,NA,4,NA
"Yeung__Chun-Kit",1,NA,NA,1,NA
"Yeung__Dit-Yan",1,NA,NA,1,NA
"Yildiz__Hilal_Seda",1,NA,NA,NA,1
"Yin__Biao",3,NA,NA,3,NA
"Yin__Hezheng",2,NA,2,NA,NA
