"Author","Degree_13_20","Degree_13_14","Degree_15_16","Degree_17_18","Degree_19_20"
"Holzer__A.",7,2,7,NA,NA
"Hong__G.",4,NA,NA,4,NA
"Hong__H.",3,NA,3,NA,NA
"Hoppe__H.U.",10,7,2,3,NA
"Hoppe__U.",2,NA,NA,NA,2
"Horvers__A.",3,NA,NA,NA,3
"Hou__X.",10,NA,NA,10,NA
"Houben__G.-J.",6,NA,NA,6,NA
"Hsiao__I.-H.",9,NA,3,2,4
"Hu__Q.",1,NA,NA,NA,1
"Hu__X.",21,NA,10,10,4
"Hu__Y.",8,5,NA,NA,3
"Huang__P.-K.",2,NA,NA,2,NA
"Hubáček__O.",2,NA,NA,NA,2
"Hubbard__R.",2,NA,NA,2,NA
"Huggett__M.",4,4,NA,NA,NA
"Hughes__C.E.",1,NA,1,NA,NA
"Hulleman__C.",4,NA,4,NA,NA
"Hundhausen__C.D.",1,NA,NA,1,NA
"Hunter__J.",6,NA,NA,NA,6
"Huptych__M.",5,NA,NA,5,NA
"Huston__D.",5,5,NA,NA,NA
"Hutt__S.",7,NA,NA,4,5
"Hwang__T.",5,NA,NA,5,NA
"Igo__M.",7,NA,NA,NA,7
"Indulska__M.",4,NA,NA,NA,4
"Ip__J.",4,NA,4,NA,NA
"Iraj__H.",4,NA,NA,NA,4
"Isabel__F.-C.",5,NA,5,NA,NA
"Isaias__P.",4,NA,NA,NA,4
"Israel__J.",3,NA,NA,NA,3
"Järvelä__S.",7,NA,3,4,NA
"Jaakonmäki__R.",5,NA,NA,5,NA
"Jacovina__M.E.",8,NA,8,NA,NA
"Jain__B.J.",1,NA,1,NA,NA
"James__M.T.",3,NA,NA,NA,3
"James__P.",2,2,NA,NA,NA
"Jandciu__E.",6,NA,NA,6,NA
"Jang__E.E.",4,NA,NA,4,NA
"Janisiewicz__P.",7,7,NA,NA,NA
"Janowicz__K.",5,5,NA,NA,NA
"Jay__N.",1,1,NA,NA,NA
"Jayaprakash__S.M.",6,4,3,NA,NA
"Jeffery__N.",5,5,NA,NA,NA
"Jenner__M.",10,NA,NA,NA,10
"Jeremic__Z.",2,NA,NA,2,NA
"Jermann__P.",3,NA,3,NA,NA
"Jesús__M.",3,NA,3,NA,NA
"Jia__J.Z.",3,NA,3,NA,NA
"Jiang__W.",2,NA,NA,NA,2
"Jiang__Y.",10,NA,NA,NA,10
"Jiménez-Gómez__M.A.",3,NA,3,NA,NA
"Jin__W.Q.",2,NA,NA,2,NA
"Jivet__I.",13,NA,NA,13,NA
"Jo__I.-H.",3,3,NA,NA,NA
"Jo__Y.",4,NA,4,NA,NA
"Joh__A.",6,6,NA,NA,NA
"Joh__S.W.",2,NA,NA,2,NA
"Johanne__C.",5,NA,NA,5,NA
"Johnson__M.",5,3,3,NA,NA
"Johnson__M.D.",4,NA,4,NA,NA
"Johnston__J.",2,NA,2,NA,NA
"Johri__A.",2,NA,NA,2,NA
"Joksimovíc__S.",6,NA,6,NA,NA
"Joksimović__S.",23,NA,10,13,7
"Joksimovic__S.",12,6,7,NA,4
"Jonathan__C.",3,NA,3,NA,NA
"Jonnalagadda__N.",4,4,NA,NA,NA
"Jorn__L.",5,5,NA,NA,NA
"Jovanović__J.",19,NA,11,NA,9
"Jovanovic__J.",16,NA,8,3,9
"Ju__S.",5,NA,NA,NA,5
"Jung__Y.",1,NA,NA,NA,1
"Käser__T.",4,NA,2,2,NA
"Kaetzel__J.",3,NA,NA,NA,3
"Kaliff__S.",6,NA,NA,NA,6
"Kamentz__D.",4,NA,NA,4,NA
"Kandhai__D.",2,NA,NA,NA,2
"Kang__R.",2,NA,2,NA,NA
"Kanopka__K.",2,NA,NA,NA,2
"Karabenick__S.A.",4,NA,NA,NA,4
"Karapistoli__E.",2,NA,2,NA,NA
"Karcher__B.",3,NA,NA,3,NA
"Karger__D.",7,NA,NA,NA,7
"Karkalas__S.",2,NA,2,NA,NA
"Karumbaiah__S.",10,NA,NA,NA,10
"Karypis__G.",3,NA,2,NA,2
"Kataoka__Y.",1,NA,NA,NA,1
"Katerinopoulos__P.",5,NA,NA,5,NA
"Kaupp__J.",9,NA,NA,9,NA
"Kay__J.",15,NA,9,6,NA
"Kay__M.",4,NA,NA,NA,4
"Ke__X.",3,NA,3,NA,NA
"Kelley__T.A.",2,2,NA,NA,NA
"Kellogg__S.",3,NA,3,NA,NA
"Kelly__S.",5,NA,NA,5,NA
"Kennedy__G.",11,3,9,NA,2
"Kevan__J.M.",2,NA,2,NA,NA
"Khalil__M.",4,NA,NA,NA,4
"Khan__I.",1,NA,1,NA,NA
"Khosravi__H.",15,NA,NA,6,10
"Kia__F.S.",4,NA,NA,NA,4
"Kickmeier-Rust__M.",9,NA,4,5,NA
"Kidzinski__Ł.",3,NA,3,NA,NA
"Kim__B.",5,NA,NA,5,NA
"Kim__D.",2,2,NA,NA,NA
"Kim__Y.",4,NA,NA,NA,4
"Kimball__N.",8,NA,8,NA,NA
"Kinai__A.",4,NA,NA,4,NA
"Kingstone__A.",2,NA,NA,NA,2
"Kirschner__P.",7,7,NA,NA,NA
"Kirschner__P.A.",3,NA,3,NA,NA
"Kismihók__G.",14,NA,14,NA,NA
"Kitto__K.",41,2,26,14,5
"Kizilcec__R.F.",7,2,NA,5,NA
"Klamma__R.",4,1,3,NA,NA
"Klebanov__B.B.",8,NA,NA,NA,8
"Klemke__R.",4,NA,NA,NA,4
"Klerkx__J.",20,7,15,NA,NA
"Kliman__M.",4,NA,4,NA,NA
"Klingler__S.",2,NA,2,NA,NA
"Kloos__C.D.",4,2,2,NA,NA
"Knight__J.",4,NA,NA,NA,4
"Knight__S.",27,2,9,14,8
"Knoop-Van_Campen__C.A.N.",2,NA,NA,2,NA
"Knoop__H.",4,NA,4,NA,NA
"Ko__L.",4,NA,4,NA,NA
"Kobayashi__V.",3,NA,3,NA,NA
"Koch__D.",4,4,NA,NA,NA
"Koedinger__K.",6,NA,NA,4,2
"Koedinger__K.R.",5,NA,5,NA,NA
"Koester__B.P.",4,NA,NA,4,NA
"Koh__E.",5,NA,5,NA,NA
"Kohama__T.",2,NA,NA,2,NA
"Koile__K.",4,NA,4,NA,NA
"Kollom__K.",4,NA,NA,4,NA
"Kong__R.",2,NA,NA,NA,2
"Konomi__S.",4,NA,NA,4,NA
"Koops__J.",4,NA,NA,NA,4
"Kopeinik__S.",4,NA,NA,4,NA
"Kostyuk__V.",2,NA,NA,2,NA
"Koulocheri__E.",1,1,NA,NA,NA
"Kovanovíc__V.",6,NA,6,NA,NA
"Kovanović__V.",27,NA,10,10,12
"Kovanovic__V.",14,3,7,NA,6
"Kowald__D.",4,NA,NA,NA,4
"Kramer__S.",2,NA,NA,NA,2
"Krause__M.",4,NA,NA,4,NA
"Krauss__C.",2,NA,NA,NA,2
"Kreijns__K.",4,NA,NA,4,NA
"Krempl__G.",4,NA,0,NA,4
"Krumm__A.E.",3,NA,3,NA,NA
"Kumar__V.",4,NA,NA,4,NA
"Kuncheva__Z.",1,NA,NA,1,NA
"Kuo__C.-H.",2,2,NA,NA,NA
"Kuzilek__J.",9,5,4,NA,4
"Kwok__T.T.O.",7,NA,NA,7,NA
"Kyle__K.",1,NA,NA,1,NA
"Kyriacou__T.",3,NA,NA,NA,3
"Léger__S.",4,NA,NA,4,NA
"Labrum__M.J.",5,NA,5,NA,NA
"Labs__O.",2,NA,2,NA,NA
"Lafuente-Rego__B.",1,NA,1,NA,NA
"Lagacherie__M.",3,NA,3,NA,NA
"Lakkaraju__H.",5,NA,5,NA,NA
"Laks__H.",2,NA,2,NA,NA
"Lalwani__A.",1,NA,NA,NA,1
"Lambrix__P.",3,NA,NA,NA,3
"Landolfi__L.",3,NA,NA,NA,3
"Lang__C.",14,NA,NA,9,5
"Lang__D.",5,NA,NA,NA,5
"Lange__C.",2,NA,2,NA,NA
"Langie__G.",4,NA,NA,4,NA
"Lanski__A.",5,NA,NA,NA,5
"Larmuseau__C.",4,NA,NA,2,3
"Lau__C.",4,NA,NA,4,NA
"Lau__R.",7,NA,NA,7,NA
"Lauría__E.J.M.",6,4,3,NA,NA
"Lavoué__E.",1,NA,NA,1,NA
"Law__N.",7,NA,NA,4,3
"Lawrence__N.",3,NA,3,NA,NA
"LeÂ Borgne__Y.-A.",4,NA,NA,NA,4
"Lebis__A.",3,NA,NA,3,NA
"Lecailliez__L.",3,NA,NA,NA,3
"Lee__A.V.Y.",1,NA,NA,1,NA
"Lee__G.",5,NA,NA,5,NA
"Lee__H.-S.",8,NA,8,NA,NA
"Lee__J.",9,NA,NA,8,1
"Lee__R.",5,NA,NA,NA,5
"Leeman-Munk__S.P.",2,2,NA,NA,NA
"Lefevre__D.",4,NA,4,NA,NA
"Lefevre__M.",3,NA,NA,3,NA
"Legenstein__R.",3,NA,3,NA,NA
"Lei__C.-U.",12,NA,3,10,NA
"Lemahieu__W.",3,NA,NA,3,NA
"Leme__L.A.P.P.",3,3,NA,NA,NA
"Lentini__J.",8,NA,NA,NA,8
"Lester__J.C.",5,2,3,NA,NA
"Levick__A.",5,NA,5,NA,NA
"Levy__J.",2,2,NA,NA,NA
"Lewis__M.",4,NA,NA,4,NA
"Lewkow__N.",9,NA,3,8,NA
"Lex__E.",4,NA,NA,4,NA
"Ley__T.",9,NA,3,4,3
"Li__C.",2,NA,NA,NA,2
"Li__C.-T.",0,NA,NA,0,NA
"Li__F.",3,NA,NA,NA,3
"Li__H.",5,NA,NA,NA,5
"Li__W.",2,NA,NA,NA,2
"Li__X.",10,NA,NA,NA,10
"Liaqat__A.",1,NA,NA,1,NA
"Liceralde__V.R.T.",8,NA,NA,NA,8
"Likens__A.",3,NA,NA,3,NA
"Likens__A.D.",3,NA,NA,3,NA
"Lim__H.",5,NA,NA,NA,5
"Lim__L.",5,NA,NA,3,3
"Lim__L.-A.",5,NA,NA,NA,5
"Lin__Y.",4,NA,NA,NA,4
"Lin__Y.-L.",2,NA,2,NA,NA
"Lindstädt__S.",6,NA,NA,6,NA
"Lindstaedt__S.",3,NA,3,NA,NA
"Linn__M.C.",3,NA,NA,NA,3
"Lins__R.D.",5,NA,NA,NA,5
"Littlejohn__A.",4,NA,NA,4,NA
"Littleton__K.",2,2,1,NA,NA
"Littman__M.L.",2,NA,NA,NA,2
"Liu__D.Y.T.",3,NA,3,NA,NA
"Liu__G.",2,NA,NA,NA,2
"Liu__L.",4,NA,NA,NA,4
"Liu__M.",5,NA,NA,NA,5
"Liu__R.",8,NA,2,6,NA
"Liu__S.",2,2,NA,NA,NA
"Liu__T.",2,NA,NA,NA,2
"Liu__Y.",2,NA,NA,NA,2
"Liu__Y.-H.",5,NA,5,NA,NA
"Ljung__D.",2,NA,NA,NA,2
"Locker__L.",6,NA,NA,NA,6
"Lockwood__J.",8,NA,NA,NA,8
"Lockyer__L.",8,NA,8,NA,NA
"Lodge__J.",3,NA,NA,NA,3
"Lodge__J.M.",10,NA,NA,5,5
"Lok__B.",3,NA,NA,NA,3
"Long__Y.",2,NA,NA,2,NA
"Lonn__S.",15,8,9,NA,NA
"Lopes__G.R.",3,3,NA,NA,NA
"Lord__T.",8,NA,8,NA,NA
"Loretz__K.M.",2,2,NA,NA,NA
"Loukina__A.",8,NA,NA,NA,8
"Lu__X.",4,NA,NA,4,NA
"Lu__Y.",1,NA,NA,NA,1
"Lucinio__G.-S.",2,NA,2,NA,NA
"Luckin__R.",4,NA,4,NA,NA
"Luengo__V.",9,NA,3,6,3
"Lui__G.",4,NA,4,NA,NA
"Lui__M.",2,2,NA,NA,NA
"Lukarov__V.",4,4,NA,NA,NA
"Luna__J.M.",3,NA,3,NA,NA
"Lund__K.",1,1,NA,NA,NA
"Lupton__M.",13,NA,13,NA,NA
"Lynch__C.",6,NA,NA,NA,6
"Lynch__G.",19,5,14,NA,NA
"Lyons__K.",6,NA,NA,NA,6
"Lyons__L.",2,NA,2,NA,NA
"Méndez__G.",2,2,NA,NA,NA
"Mũoz-Merino__P.J.",2,2,NA,NA,NA
"Maby__S.",3,NA,3,NA,NA
"Macarini__L.A.",7,NA,NA,NA,7
"Macfadyen__L.",7,5,4,NA,NA
"Macfadyen__L.P.",13,NA,NA,13,NA
"Madhavan__K.",2,NA,NA,2,NA
"Madnani__N.",8,NA,NA,NA,8
"Magoulas__G.D.",4,NA,4,NA,NA
"Mahapatra__T.",3,NA,3,NA,NA
"Maitz__K.",4,NA,NA,NA,4
"Majumdar__R.",4,NA,NA,NA,4
"Makos__A.",1,NA,1,NA,NA
"Malekian__D.",2,NA,NA,NA,2
"Malinowski__S.",8,NA,8,NA,NA
"Mallet__D.",11,NA,11,NA,NA
"Manai__O.",2,NA,2,1,NA
"Manataki__A.",5,NA,5,NA,NA
"Manco__G.",1,NA,NA,1,NA
"Manderveld__J.",8,NA,8,NA,NA
"Mandran__N.",3,NA,3,NA,NA
"Mangaroska__K.",11,NA,NA,4,8
"Maniktala__M.",5,NA,NA,NA,5
"Manouselis__N.",4,4,NA,NA,NA
"Manrique__R.",4,NA,NA,NA,4
"Marbouti__F.",2,NA,NA,2,NA
"Marenzi__I.",5,NA,NA,5,NA
"Marie__S.",3,NA,3,NA,NA
"Marino__O.",4,NA,NA,NA,4
"Martínez-Maldonado__R.",7,NA,NA,7,NA
"Martínez-Monés__A.",4,NA,NA,4,NA
"Marteau__P.-F.",1,NA,1,NA,NA
"Martin__T.",7,7,NA,NA,NA
"Martinez-Maldonado__R.",36,NA,14,20,8
"Martori__F.",2,NA,2,NA,NA
"Maruya__K.",3,NA,3,NA,NA
"Matcha__W.",13,NA,NA,NA,13
"Mateu__M.",3,NA,NA,3,NA
"Matsuda__Y.",2,NA,2,NA,NA
"Matthew_DeMonbrun__R.",2,NA,NA,2,NA
"Mavrikis__M.",15,NA,13,NA,2
"Maya__R.",5,NA,NA,5,NA
"Mayles__K.",9,NA,9,NA,NA
"McAteer__S.",4,NA,NA,NA,4
"McCarthy__K.S.",3,NA,NA,3,NA
"McDaniel__R.",1,NA,1,NA,NA
"McDonagh-Smith__P.",3,3,NA,NA,NA
"McIntyre__S.",7,NA,NA,7,NA
"McKay__J.",3,NA,NA,3,NA
"Mckay__T.",7,4,3,NA,NA
"McKay__T.A.",4,NA,NA,4,NA
"McKenzie__G.",5,5,NA,NA,NA
"McLaren__B.M.",7,NA,NA,4,3
"Mclaughlin__E.A.",3,NA,3,NA,NA
"McNamara__C.",2,NA,NA,2,NA
"McNamara__D.",7,NA,5,6,NA
"Mcnamara__D.S.",8,NA,8,NA,NA
"McNamara__D.S.",13,NA,8,5,3
"Mcpherson__J.",3,NA,3,NA,NA
"Mcwilliams__M.",5,NA,5,NA,NA
"Meinel__C.",3,NA,3,NA,NA
"Mello__R.F.",18,NA,NA,NA,18
"Menchaca__M.P.",2,NA,2,NA,NA
"Mendhe__D.",3,NA,3,NA,NA
"Mendiburo__M.",2,2,NA,NA,NA
"Merceron__A.",9,0,4,3,2
"Mete__S.E.",6,NA,NA,6,NA
"Michail__C.",5,NA,NA,5,NA
"Michailidis__G.",3,NA,NA,NA,3
"Micheli__A.",4,NA,4,NA,NA
"Michelotti__N.",4,4,NA,NA,NA
"Michos__K.",3,NA,NA,NA,3
"Migliori__S.",9,NA,NA,NA,9
"Milford__T.M.",3,NA,NA,3,NA
"Milikić__N.",6,NA,6,NA,NA
"Millar__G.C.",5,NA,NA,5,NA
"Millecamp__M.",4,NA,NA,4,NA
"Miller__D.",5,NA,5,NA,NA
"Miller__W.L.",5,NA,5,NA,NA
"Milligan__S.",8,NA,6,4,NA
"Milligan__S.K.",0,NA,NA,0,NA
"Mills__C.",14,NA,5,5,5
"Miranda__C.",4,NA,NA,NA,4
"Miranda__P.",6,NA,NA,NA,6
"Mirriahi__N.",17,2,11,8,NA
"Mirzaei__K.",3,NA,NA,NA,3
"Misfeldt__M.",9,NA,NA,9,NA
"Mitra__R.",1,NA,NA,NA,1
"Mitri__D.D.",4,NA,NA,NA,4
"Mitrović__S.",3,NA,NA,3,NA
"Miyazaki__Y.",2,NA,2,NA,NA
"Mohapatra__B.",4,4,NA,NA,NA
"Mojarad__S.",5,NA,3,4,NA
"Mol__S.",3,NA,3,NA,NA
"Molenaar__I.",9,NA,2,4,3
"Molenar__I.",4,NA,NA,4,NA
"Molinaro__M.",11,NA,3,9,NA
"Monés__A.M.",6,NA,6,NA,NA
"Mongkhonvanit__K.",2,NA,NA,NA,2
"Monreale__A.",4,NA,NA,NA,4
"Monroy__C.",3,2,3,NA,NA
"Montana__G.",1,NA,NA,1,NA
"Montebello__M.",3,3,NA,NA,NA
"Moody__E.W.",4,4,NA,NA,NA
"Moore__A.",10,NA,NA,NA,10
"Moore__J.",7,NA,4,NA,3
"Mor__D.",2,NA,2,NA,NA
"Mordonini__M.",5,NA,NA,5,NA
"Moreno-Marcos__P.M.",4,NA,NA,4,NA
"Morgan__W.",2,NA,NA,NA,2
"Mori__P.",2,NA,NA,2,NA
"Morsy__S.",1,NA,NA,NA,1
"Mostafavi__B.",2,NA,2,NA,NA
"Mostow__J.",3,3,NA,NA,NA
"Mostowfi__M.",2,NA,NA,NA,2
"Motz__B.",6,NA,NA,NA,6
"Mouri__K.",8,7,2,2,NA
"Moysiadis__G.",2,NA,NA,NA,2
"Muñoz-Merino__P.J.",3,NA,NA,3,NA
"Muñoz-Merinoa__P.J.",2,NA,2,NA,NA
"Mubangizi__M.",3,NA,3,NA,NA
"Mudrick__N.V.",5,NA,NA,5,NA
"Mulder__R.",8,NA,8,NA,NA
"Munguia__P.",3,NA,NA,3,NA
"Munk__J.",3,3,NA,NA,NA
"Munshi__A.",11,NA,NA,NA,11
"Munteanu__C.",1,NA,NA,1,NA
"Murdock__W.__III",4,NA,NA,4,NA
"Murphy__H.",2,NA,NA,2,NA
"Murray__A.",6,NA,NA,NA,6
"Musial__K.",5,NA,NA,NA,5
"Muslim__A.",5,4,3,NA,NA
"Mutahi__J.",4,NA,NA,4,NA
"Nacu__D.",4,NA,NA,4,NA
"Nakagawa__K.",2,NA,NA,NA,2
"Nam__S.",5,5,NA,NA,NA
"Nanni__M.",2,NA,NA,2,NA
"Nascimento__A.",6,NA,NA,NA,6
"Natilli__M.",3,NA,NA,NA,3
"Nawaz__S.",5,NA,NA,NA,5
"Nayak__P.",2,NA,2,NA,NA
"Naydenova__G.",5,NA,NA,5,NA
"NeCamp__T.",2,NA,NA,NA,2
"Nelson__J.D.B.",1,NA,1,NA,NA
"Netteland__G.",5,NA,NA,5,NA
"Neumann__S.",2,NA,NA,NA,2
"Ng__J.",4,NA,NA,4,NA
"Ng__T.-D.J.",3,NA,3,NA,NA
"Nguyen__H.",3,NA,NA,NA,3
"Nguyen__Q.",4,NA,NA,4,0
"Niaki__S.A.",3,NA,NA,NA,3
"Niemann__K.",8,8,0,NA,NA
"Niemeijer__K.",4,NA,NA,NA,4
"Nikolov__A.",3,3,NA,NA,NA
"Norizuki__K.",2,NA,2,NA,NA
"Norris__D.",3,3,NA,NA,NA
"Nouri__J.",1,NA,NA,NA,1
"Nsolo__E.",2,NA,NA,NA,2
"Nunes__B.P.",6,3,NA,NA,4
"Nurmikko-Fuller__T.",4,NA,NA,NA,4
"Nwanganga__F.",4,NA,4,NA,NA
"Nyland__R.",3,NA,3,NA,NA
"Nyrnberg__D.E.",2,NA,NA,NA,2
"Nystrand__M.",5,NA,NA,5,NA
"O'Reilly__U.-M.",4,NA,NA,NA,4
"Ocheja__P.",2,NA,NA,2,NA
"Ochiai__H.",6,6,NA,NA,NA
"Ochoa__X.",45,6,14,15,14
"Ocumpaugh__J.",16,NA,NA,6,11
"Ocumpaugh__J.L.",3,NA,3,NA,NA
"Ogata__H.",38,7,9,24,5
"Oh__E.",7,NA,NA,7,NA
"Oi__M.",4,NA,NA,4,NA
"Okada__M.",1,1,NA,NA,NA
"Oktay__E.",6,NA,NA,6,NA
"Okubo__F.",7,NA,NA,7,NA
"Okur__E.",6,NA,NA,6,NA
"Olivares__D.M.",1,NA,NA,1,NA
"Oliver__C.W.",6,NA,NA,NA,6
"Olneck__M.R.",0,NA,0,NA,NA
"Olney__A.M.",9,NA,NA,9,NA
"Olney__T.",9,NA,9,NA,NA
"Olsen__C.W.",5,5,NA,NA,NA
"Olsen__J.",7,7,NA,NA,NA
"Olsen__J.K.",5,NA,NA,NA,5
"Onuoha__O.",2,NA,NA,2,NA
"Orlandini__J.",5,NA,NA,5,NA
"Ortega__M.",3,NA,3,NA,NA
"Orth__D.",3,NA,NA,NA,3
"Osaki__A.",6,6,NA,NA,NA
"Oster__M.",3,NA,3,NA,NA
"Ostrow__K.",3,NA,3,NA,NA
"Ostrow__K.S.",5,NA,5,NA,NA
"Ostwald__J.",2,NA,NA,2,NA
"Otten__M.",1,NA,NA,1,NA
"Ou__L.",4,NA,NA,NA,4
"Oviatt__S.",3,NA,3,NA,NA
"Ozeki__T.",2,NA,NA,2,NA
"Pérez-Sanagustín__M.",4,NA,NA,NA,4
"Paas__F.",7,NA,NA,7,NA
"Paepcke__A.",3,NA,NA,NA,3
"Pallant__A.",8,NA,8,NA,NA
"Pammer-Schindler__V.",10,NA,NA,6,4
"Panisson__A.",4,NA,4,NA,NA
"Pantucek__M.",3,3,NA,NA,NA
"Papamitsiou__Z.",8,NA,2,3,5
"Papamitsiou__Z.K.",2,2,NA,NA,NA
"Papoušek__J.",2,NA,2,NA,NA
"Pappalardo__L.",5,NA,NA,2,3
"Pappas__I.O.",3,NA,NA,3,NA
"Paquette__L.",20,NA,9,3,11
"Pardo__A.",72,1,43,22,16
"Pardos__Z.A.",6,3,1,NA,2
"Park__J.",7,NA,NA,4,5
"Park__S.",5,NA,NA,NA,5
"Parodi__O.",4,NA,4,NA,NA
"Parra__D.",8,NA,8,NA,NA
"Patel__R.",2,NA,2,NA,NA
"Pathan__M.K.",2,NA,2,NA,NA
"Paton__C.",2,NA,NA,NA,2
"Patzak__A.",2,NA,NA,NA,2
"Paulin__D.",4,4,3,NA,NA
"Pavlik__P.",4,NA,NA,4,NA
"Pea__R.",8,8,NA,NA,NA
"Peace__C.",2,NA,NA,2,NA
"Pechenizkiy__M.",4,NA,NA,NA,4
"Peddi__T.",4,NA,NA,NA,4
"Peddycord__B.",3,NA,3,NA,NA
"Pedrelli__L.",4,NA,4,NA,NA
"Pedro__M.O.C.Z.S.",6,NA,NA,6,NA
"Pedro__M.O.Z.S.",3,NA,3,NA,NA
"Peffer__M.",5,NA,NA,NA,5
"Peffer__M.E.",1,NA,NA,1,NA
"Pelánek__R.",4,NA,2,NA,2
"Pelechrinis__K.",3,NA,NA,NA,3
"Pellungrini__R.",4,NA,NA,2,2
"Peng__J.-W.",2,2,NA,NA,NA
"Pensa__R.G.",1,NA,NA,1,NA
"Peri__S.S.S.",3,NA,NA,NA,3
"Perret__C.",4,NA,NA,3,3
"Perret__C.A.",4,NA,4,NA,NA
"Petropoulou__O.",2,2,NA,NA,NA
"Petsche__K.",5,NA,5,NA,NA
"Pfaffman__J.",7,7,NA,NA,NA
"Phillips__R.",7,7,NA,NA,NA
"Piech__C.",2,2,NA,NA,NA
"Piety__P.J.",2,2,NA,NA,NA
"Pinkard__N.",4,NA,NA,4,NA
"Pinkwart__N.",5,NA,NA,2,3
"Pirrò__G.",1,NA,NA,1,NA
"Pistilli__M.D.",4,2,3,NA,NA
"Plummer__B.",5,NA,5,NA,NA
"Podkul__T.",3,NA,3,NA,NA
"Pong__T.-C.",3,NA,NA,NA,3
"Ponti__G.",9,NA,NA,NA,9
"Poon__C.K.",4,NA,NA,4,NA
"Poquet__O.",19,NA,1,13,7
"Potts__B.A.",5,NA,NA,5,NA
"Poulovassilis__A.",6,NA,6,NA,NA
"Power__T.",6,NA,NA,6,NA
"Pratesi__F.",2,NA,NA,2,NA
"Prescott__L.",9,NA,9,NA,NA
"Prestigiacomo__R.",6,NA,NA,NA,6
"Price-Dennis__D.",3,NA,NA,NA,3
"Price__M.J.",5,NA,NA,5,NA
"Prieto__L.P.",16,NA,9,8,NA
"Prinsloo__P.",8,1,4,4,2
"Pritchard__D.E.",2,NA,2,NA,NA
"Pulman__S.",4,NA,4,NA,NA
"Pybus__J.",3,NA,NA,3,NA
"Qi__X.",7,NA,NA,7,NA
"Qiao__C.",4,NA,NA,4,1
"Qu__H.",4,NA,NA,NA,4
"Que__Y.",2,NA,NA,NA,2
"Quick__J.",8,NA,2,NA,6
"Quick__J.D.",2,NA,2,NA,NA
"Quigley__D.",8,NA,NA,3,5
"Quinn__J.",3,NA,3,NA,NA
"Quirk__A.",5,NA,NA,NA,5
"Raca__M.",2,2,NA,NA,NA
"Radinsky__J.",2,NA,2,NA,NA
"Rahmadi__R.",4,NA,4,NA,NA
"Rangel__V.S.",3,2,3,NA,NA
"Rangwala__H.",3,NA,NA,2,1
"Raschia__G.",3,NA,NA,3,NA
"Ravenscroft__A.",7,7,NA,NA,NA
"Reesman__J.",3,3,NA,NA,NA
"Rehrey__G.",13,NA,NA,13,NA
"Reich__J.",15,NA,5,1,10
"Reidsema__C.",5,NA,NA,5,NA
"Reilly__J.M.",1,NA,NA,NA,1
"Reimann__P.",7,7,NA,NA,NA
"Reniniou",4,NA,4,NA,NA
"Renz__J.",3,NA,3,NA,NA
"Renzel__D.",1,1,NA,NA,NA
"Resendes__M.",1,1,NA,NA,NA
"Retalis__S.",2,2,NA,NA,NA
"Rhim__J.",5,NA,NA,5,NA
"Rho__J.",5,NA,NA,5,NA
"Ricci__L.",2,NA,NA,2,NA
"Richards__G.",8,NA,NA,8,NA
"Richardson__J.T.E.",4,NA,4,NA,NA
"Rienties__B.",16,NA,10,9,NA
"Ringtved__U.",4,NA,2,4,NA
"Rinne__M.",3,NA,NA,3,NA
"Ritter__J.",2,NA,NA,NA,2
"Ritter__S.",5,1,NA,5,NA
"Rivas__M.J.",5,NA,NA,NA,5
"Rivera-Pelayo__V.",3,3,NA,NA,NA
"Robberechts__P.",1,NA,NA,NA,1
"Roberto__M.-M.",5,NA,5,NA,NA
"Robinson__C.",4,NA,4,NA,NA
"Rodés__V.",7,NA,NA,NA,7
"Rodríguez-Triana__M.J.",14,NA,7,8,NA
"Rodríguez__L.",4,4,NA,NA,NA
"Rodrigues__R.L.",5,NA,NA,NA,5
"Rodriguez__F.",7,NA,NA,4,5
"Rogers__T.",7,2,3,5,NA
"Rohloff__T.",10,NA,NA,NA,10
"Rojas__S.L.",4,4,NA,NA,NA
"Rolim__V.",5,NA,NA,NA,5
"Rombaut__M.",3,NA,3,NA,NA
"Romero__C.",6,3,3,NA,NA
"Ronchetti__M.",4,4,NA,NA,NA
"Rosé__C.",2,NA,NA,NA,2
"Rosé__C.P.",10,2,8,NA,NA
"Rose__C.",4,4,NA,NA,NA
"Rosen__Y.",2,NA,NA,2,NA
"Roth__D.",3,NA,NA,NA,3
"Rowe__E.",5,NA,5,NA,NA
"Rubin__A.",4,NA,4,NA,NA
"Rubinstein__B.I.P.",4,NA,4,NA,NA
"Ruipérez-Valiente__J.A.",13,NA,NA,NA,13
"Ruipérez-Valientea__J.A.",2,NA,2,NA,NA
"Ruiz__S.",5,NA,5,NA,NA
"Rummel__N.",6,NA,5,NA,1
"Ruppertz__L.",1,NA,1,NA,NA
"Russell__S.",3,NA,NA,3,NA
"Rutherford__T.",6,NA,NA,NA,6
"Ryan__K.",6,NA,NA,NA,6
"Sánchez-Santillán__M.",5,5,NA,NA,NA
"Sándor__A.",9,NA,5,5,NA
"Sándor__Á.",13,9,5,NA,NA
"Saab__N.",7,NA,NA,7,NA
"Saarinen__S.",2,NA,NA,NA,2
"Sabatini__J.",8,NA,NA,NA,8
"Sadaful__K.",4,NA,4,NA,NA
"Sadiq__S.",3,NA,NA,NA,3
"Sagarin__J.",3,NA,NA,NA,3
"Saint__J.",4,NA,NA,NA,4
