"","Öberg__G.","Abdiprano__A.","Adjei__S.A.","Admiraal__W.","Aghababyan__A.","Agnihotri__L.","Aguerrebere__C.","Aitken__A.","Alabi__H.","Albert__D.","Aleven__V.","Alhadad__S.S.J.","Allard__T.","Allen__L.","Allen__L.K.","Allsopp__B.B.","Almeda__Ma.V.","Alyuz__N.","Anderson__T.","Andrade__A.","Andres__J.M.L.","Arnold__K.E.","Asensio-Pérez__J.I.","Aslan__S.","Atapattu__T.","Avila__C.","Axisa__C.","Azevedo__R.","Börner__D.","Baesens__B.","Bagheri__M.","Baker__R.","Baker__R.S.","Bakharia__A.","Baldiris__S.","Baltes__J.","Bannert__M.","Barreiros__C.","Basu__S.","Belacel__N.","Belonogoff__M.","Benkhelif__T.","Bennett__C.","Berg__A.","Bergner__Y.","Berland__M.","Berman__S.R.","Bienkowski__M.","Bioglio__L.","Birol__G.","Blaine__E.","Blanchard__N.","Blanke__T.","Bodily__R.","Bohuslavek__M.","Bore__N.","Boroowa__A.","Boroujeni__M.S.","Bote-Lorenzo__M.L.","Botelho__A.F.","Bouadi__T.","Bouchet__F.","Bouslimani__Y.","Bowe__M.","Bowers__A.","Bradbury__A.E.","Brennan__A.","Brooks__C.","Broos__T.","Brown__M.G.","Bumbalough__M.","Burns__S.","Campbell__A.","Castells__J.","Charleer__S.","Chauhan__P.","Chen__B.","Chen__G.","Chen__L.","Chen__W.","Chen__Y.","Cheong__C.W.L.","Chiluiza__K.","Chiu__M.M.","Cho__Y.-S.","Choi__H.","Chow__B.W.-Y.","Chu__S.K.W.","Cicchinelli__A.","Clérot__F.","Clow__D.","Cobo__C.","Collins-Thompson__K.","Colvin__C.","Conati__C.","Cooper__A.","Cooper__K.","Corrin__L.","Corwin__K.","Cote__M.","Cross__S.","Crossley__S.","Crossley__S.A.","Cui__Y.","Cukurova__M.","D'Mello__S.K.","D’Mello__S.K.","Davis__D.","Davis__S.K.","Dawson__S.","De_Barba__P.G.","De_Kraker__J.","De_Laet__T.","De_Mendonca__P.F.","De_Salve__A.","De_Weerdt__J.","Demonbrun__R.M.","Denaro__K.","Depaepe__F.","Di_Mitri__D.","Diana__N.","Diefes-Dux__H.","Dietze__S.","Dillenbourg__P.","Dimitriadis__Y.","Ding__W.","Diriye__A.","Dollinger__M.","Domínguez__F.","Donnelly__P.J.","Dorey-Elias__T.","Dos_Santos__A.D.P.","Dowell__N.","Drachsler__H.","Dubrawski__A.","Duckworth__A.L.","Duguépéroux__J.","Durand__G.","Eagan__B.","Eagle__M.","Echeverria__V.","Economides__A.A.","Edwards__R.L.","Elen__J.","Elouazizi__N.","Esme__A.A.","Essa__A.","Ez-Zaouia__M.","Fabregat__R.","Falcones__G.","Falkner__K.","Fan__Y.","Fancsali__S.E.","Feild__J.","Ferguson__R.","Fessant__F.","Fessl__A.","Fields__B.","Fiorini__S.","Flanagan__B.","Fleming__M.","Fogel__J.","Fornacciari__P.","Fortenbacher__A.","Fougt__S.S.","Fridman__I.","Fu__X.","Furukawa__M.","Gómez-Sánchez__E.","Gašević__D.","Gadiraju__U.","Galyardt__A.","Gao__J.","Gardener__M.","Gardner__J.","Gasevic__D.","Gebhardt__K.","Gemmell__J.","Genc__U.","Giannakos__M.","Giannakos__M.N.","Giannotti__F.","Gibson__A.","Giesbers__B.","Gillois__P.","Ginn__J.","Gomez__M.","Gonda__D.","Gong__W.","Goutte__C.","Graf__S.","Granda__R.","Gray__G.","Greenway__G.","Greer__J.","Griffiths__D.","Grom__G.","Groth__D.","Grover__S.","Gu__X.","Guamán__B.","Guidi__B.","Guin__N.","Gutiérrez__F.","Gweon__G.","Hadwin__A.F.","Hallinen__N.R.","Hamid__T.","Han__A.","Hansen__S.","Harrak__F.","Hasselman__F.","Hatala__M.","Hauff__C.","Hawn__M.A.","Hayes__C.","Haythornthwaite__C.","Healion__D.","Hecking__T.","Heffernan__C.","Heffernan__N.","Heffernan__N.T.","Hennis__T.","Herder__T.","Hernandez-Leo__D.","Herodotou__C.","Hirnstein__M.","Hlosta__M.","Hoel__T.","Hollmén__J.","Holstein__K.","Hong__G.","Hoppe__H.U.","Hou__X.","Houben__G.-J.","Hsiao__I.-H.","Hu__X.","Huang__P.-K.","Hubbard__R.","Hundhausen__C.D.","Huptych__M.","Hutt__S.","Hwang__T.","Järvelä__S.","Jaakonmäki__R.","Jandciu__E.","Jang__E.E.","Jeremic__Z.","Jin__W.Q.","Jivet__I.","Joh__S.W.","Johanne__C.","Johri__A.","Joksimović__S.","Jovanovic__J.","Käser__T.","Kamentz__D.","Karcher__B.","Katerinopoulos__P.","Kaupp__J.","Kay__J.","Kelly__S.","Khosravi__H.","Kickmeier-Rust__M.","Kim__B.","Kinai__A.","Kitto__K.","Kizilcec__R.F.","Knight__S.","Knoop-Van_Campen__C.A.N.","Koedinger__K.","Koester__B.P.","Kohama__T.","Kollom__K.","Konomi__S.","Kopeinik__S.","Kostyuk__V.","Kovanović__V.","Krause__M.","Kreijns__K.","Kumar__V.","Kuncheva__Z.","Kwok__T.T.O.","Kyle__K.","Léger__S.","Lang__C.","Langie__G.","Larmuseau__C.","Lau__C.","Lau__R.","Lavoué__E.","Law__N.","Lebis__A.","Lee__A.V.Y.","Lee__G.","Lee__J.","Lefevre__M.","Lei__C.-U.","Lemahieu__W.","Lewis__M.","Lewkow__N.","Lex__E.","Ley__T.","Li__C.-T.","Liaqat__A.","Likens__A.","Likens__A.D.","Lim__L.","Lindstädt__S.","Littlejohn__A.","Liu__R.","Lodge__J.M.","Long__Y.","Lu__X.","Luengo__V.","Macfadyen__L.P.","Madhavan__K.","Manai__O.","Manco__G.","Mangaroska__K.","Marbouti__F.","Marenzi__I.","Martínez-Maldonado__R.","Martínez-Monés__A.","Martinez-Maldonado__R.","Mateu__M.","Matthew_DeMonbrun__R.","Maya__R.","McCarthy__K.S.","McIntyre__S.","McKay__J.","McKay__T.A.","McLaren__B.M.","McNamara__C.","McNamara__D.","McNamara__D.S.","Merceron__A.","Mete__S.E.","Michail__C.","Milford__T.M.","Millar__G.C.","Millecamp__M.","Milligan__S.","Milligan__S.K.","Mills__C.","Mirriahi__N.","Misfeldt__M.","Mitrović__S.","Mojarad__S.","Molenaar__I.","Molenar__I.","Molinaro__M.","Montana__G.","Mordonini__M.","Moreno-Marcos__P.M.","Mori__P.","Mouri__K.","Muñoz-Merino__P.J.","Mudrick__N.V.","Munguia__P.","Munteanu__C.","Murdock__W.__III","Murphy__H.","Mutahi__J.","Nacu__D.","Nanni__M.","Naydenova__G.","Netteland__G.","Ng__J.","Nguyen__Q.","Nystrand__M.","Ocheja__P.","Ochoa__X.","Ocumpaugh__J.","Ogata__H.","Oh__E.","Oi__M.","Oktay__E.","Okubo__F.","Okur__E.","Olivares__D.M.","Olney__A.M.","Onuoha__O.","Orlandini__J.","Ostwald__J.","Otten__M.","Ozeki__T.","Paas__F.","Pammer-Schindler__V.","Papamitsiou__Z.","Pappalardo__L.","Pappas__I.O.","Paquette__L.","Pardo__A.","Park__J.","Pavlik__P.","Peace__C.","Pedro__M.O.C.Z.S.","Peffer__M.E.","Pellungrini__R.","Pensa__R.G.","Perret__C.","Pinkard__N.","Pinkwart__N.","Pirrò__G.","Poon__C.K.","Poquet__O.","Potts__B.A.","Power__T.","Pratesi__F.","Price__M.J.","Prieto__L.P.","Prinsloo__P.","Pybus__J.","Qi__X.","Qiao__C.","Quigley__D.","Rangwala__H.","Raschia__G.","Rehrey__G.","Reich__J.","Reidsema__C.","Rhim__J.","Rho__J.","Ricci__L.","Richards__G.","Rienties__B.","Ringtved__U.","Rinne__M.","Ritter__S.","Rodríguez-Triana__M.J.","Rodriguez__F.","Rogers__T.","Rosen__Y.","Russell__S.","Sándor__A.","Saab__N.","Sani__L.","Sans__V.","Santos__O.C.","Schaeffer__J.","Scheffel__M.","Schulte__J.","Schwartz__D.L.","Schweighart__M.","Sclater__N.","Seitlinger__P.","Sewell__A.","Shaffer__D.W.","Sharkey__M.","Sharma__K.","Shepard__L.","Shimada__A.","Shum__S.B.","Siebert-Evenstone__A.","Siemens__G.","Sinclair__J.","Sipolins__A.","Skretting__H.","Slade__S.","Slater__S.","Slater__S.A.","Sluijter__J.","Smyth__P.","Soussou__W.","Spann__C.A.","Specht__M.","Spikol__D.","Stamper__J.","Steinwachs__M.","Stoeffler__K.","Suehiro__D.","Sumner__T.","Swiecki__Z.","Tabatabai__S.","Tall__K.","Tamborg__A.L.","Tammets__K.","Tan__S.C.","Tan__Y.","Taniguchi__Y.","Taub__M.","Taylor__S.","Teasley__S.","Teasley__S.D.","Tegene__M.","Tejeiro__R.","Tempelaar__D.","Ternier__S.","Thille__C.","Thompson__K.","Tissenbaum__M.","Toetenel__L.","Tolvanen__T.","Tomaiuolo__M.","Trætteberg__H.","Trasarti__R.","Tsai__Y.-S.","Tsingos-Lucas__C.","Ullmann__T.D.","Uosaki__N.","Urrutia__M.L.","Van_Der_Sluis__F.","Van_Der_Zee__T.","Van_Soom__C.","Veas__E.","Verbert__K.","Victoria_Almeda__M.","Vigentini__L.","Vo__T.","Von_Davier__A.","Vytasek__J.M.","Waghray__D.","Wang__F.L.","Wang__Q.","Wang__Y.","Ward__D.","Warschauer__M.","Wasson__B.","Watanabe__E.","Waters__Z.","Weldemariam__K.","Welsh__A.","Wham__D.","Whitelock-Wainwright__A.","Wise__A.F.","Woloshen__S.","Wong__T.-L.","Woo__M.","Woodruff__E.","Worsley__M.","Wright__C.V.","Wu__Y.-F.B.","Xhakaj__F.","Xie__H.","Xiong__Y.","Xu__Z.","Yacef__K.","Yaginuma__Y.","Yamada__H.","Yamada__M.","Yamada__T.","Yamashita__T.","Yang__C.","Yeomans__M.","Yeung__Y.-C.A.","Yuan__L.","Yun__H.","Zdrahal__Z.","Zendulka__J.","Zhang__G.","Zhang__J.","Zheng__G.","Zheng__L.","Zhou__L.","Zimmerman__N.L.","Zou__D.","Zuccon__G."
"Öberg__G.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abdiprano__A.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adjei__S.A.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Admiraal__W.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aghababyan__A.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agnihotri__L.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aguerrebere__C.",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
